,likes,time,servings,ingredients,nutritions,link
Lemon Pepper Cauliflower Bites,92% WOULD MAKE AGAIN,Under 30 minutes,for 2 servings,"1 large head cauliflower; 1 ½ tablespoons olive oil; salt, to taste; 1 teaspoon fresh cracked pepper, to taste","Calories 141
Fat 2g
Carbs 26g
Fiber 12g
Sugar 12g
Protein 10g",https://tasty.co/recipe/lemon-pepper-cauliflower-bites
Butternut Squash Sage Pull-Apart Bread,90% WOULD MAKE AGAIN,,for 16 servings,"1 medium butternut squash, peeled and cubed; 1 tablespoon olive oil; 1 teaspoon salt; 1 teaspoon pepper; ¾ cup whole wheat flour (90 g); 1 ¾ cups all-purpose flour (220 g); 2 teaspoons instant yeast; 2 teaspoons salt; 2 teaspoons ground ginger; 1 tablespoon fresh sage, chopped; 1 tablespoon olive oil; 1 tablespoon maple syrup; 3 tablespoons olive oil; 2 tablespoons maple syrup; ½ teaspoon salt; 1 tablespoon fresh sage, chopped, plus 1-2 tablespoons whole leaves, divided","Calories 102
Fat 1g
Carbs 21g
Fiber 2g
Sugar 3g
Protein 2g",https://tasty.co/recipe/butternut-squash-sage-pull-apart-bread
Mango Fruit Rollers,78% WOULD MAKE AGAIN,Under 30 minutes,for 6 servings,"3 mangoes, peeled and chopped","Calories 90
Fat 0g
Carbs 22g
Fiber 2g
Sugar 21g
Protein 1g",https://tasty.co/recipe/mango-fruit-rollers
Vegan Parmesan,92% WOULD MAKE AGAIN,,for 4 servings,1 cup raw unsalted cashew (130 g); 4 tablespoons nutritional yeast; 1 teaspoon garlic powder; 1 teaspoon salt; ¼ teaspoon black pepper,"Calories 144
Fat 10g
Carbs 8g
Fiber 1g
Sugar 1g
Protein 6g",https://tasty.co/recipe/vegan-parmesan
Dairy-Free Cookie Dough “Cheesecake”,77% WOULD MAKE AGAIN,,for 12 servings,"¾ cup walnuts (75 g); ½ cup almonds (70 g); 1 cup pitted dates (170 g); ¼ cup shredded coconut (25 g), optional; ½ teaspoon vanilla extract; 1 splash water; 1 pinch salt; ¾ cup flour of choice (95 g); ¼ cup melted coconut oil (60 mL); 3 tablespoons maple syrup; 1 teaspoon vanilla extract; 1 pinch salt; ½ cup dairy-free dark chocolate chunks (85 g); 2 ½ cups raw cashews (325 g); ½ cup maple syrup (170 g); ¼ cup coconut oil (60 mL), melted; ¼ cup lemon juice (60 mL); 2 teaspoons vanilla extract","Calories 417
Fat 28g
Carbs 39g
Fiber 3g
Sugar 22g
Protein 7g",https://tasty.co/recipe/dairy-free-cookie-dough-cheesecake
Vegan Spring Roll In A Bowl,85% WOULD MAKE AGAIN,"Total Time
22 minutes
Prep Time
20 minutes
Cook Time
2 minutes",for 4 servings,"1 large carrot; 1 large cucumber; 1 red bell pepper; ¼ cup fresh basil leaves (10 g); ¼ cup fresh mint leaf (10 g); ¼ cup fresh cilantro leaves (10 g); 1 jalapeño; 7 oz fine rice vermicelli noodles (200 g); 1 avocado; ½ cup bean sprout (100 g); canola oil, or vegetable oil for frying; 4 round rice paper wrappers, 6 in (15 cm) wrappers; 4 cloves garlic; 2 tablespoons rice vinegar; 2 tablespoons sesame oil; ¼ cup brown sugar (50 g); ¼ cup warm water (60 mL); ¼ cup tamari (60 mL); ⅓ cup lime juice (80 mL); 1 tablespoon chili sauce, such as Huy Fong Foods (optional)","Calories 435
Fat 13g
Carbs 73g
Fiber 6g
Sugar 16g
Protein 6g",https://tasty.co/recipe/vegan-spring-roll-in-a-bowl
Chocolate Chip Peanut Bars,91% WOULD MAKE AGAIN,Under 30 minutes,for 12 bars,"2 ½ cups raw peanuts (310 g); 1 ½ cups pitted date (255 g); ⅓ cup chocolate chips (60 g); 1 pinch salt; 3 tablespoons milk, or water; 1 teaspoon vanilla extract; chocolate, melted, for drizzling","Calories 238
Fat 16g
Carbs 18g
Fiber 4g
Sugar 12g
Protein 8g",https://tasty.co/recipe/chocolate-chip-peanut-bars
Green Tea Matcha Nice Cream,88% WOULD MAKE AGAIN,Under 30 minutes,for 6 servings,3 ripe bananas; ⅓ cup almond milk (80 mL); ½ tablespoon matcha powder; 1 teaspoon agave,"Calories 78
Fat 0g
Carbs 19g
Fiber 2g
Sugar 10g
Protein 0g",https://tasty.co/recipe/green-tea-matcha-nice-cream
Raspberry Peach Lemonade Slush,91% WOULD MAKE AGAIN,Under 30 minutes,for 2 servings,"1 cup water (240 mL); 1 cup granulated sugar (200 g); 1 cup Fresh Squeezed Lemon Juice (240 mL), from 5-6 whole lemons; 2 cups frozen raspberry (300 g); 2 cups frozen peach (300 g); 1 cup fresh raspberries (150 g), for garnish","Calories 407
Fat 1g
Carbs 104g
Fiber 12g
Sugar 84g
Protein 2g",https://tasty.co/recipe/raspberry-peach-lemonade-slush
Instant Oatmeal,89% WOULD MAKE AGAIN,,for 12 servings,"6 cups whole rolled oat (600 g); ½ teaspoon kosher salt; ¾ cup water (175 mL), or milk, boiling","Calories 268
Fat 4g
Carbs 48g
Fiber 7g
Sugar 0g
Protein 9g",https://tasty.co/recipe/instant-oatmeal
Garlic Chipotle Guacamole,92% WOULD MAKE AGAIN,,for 8 servings,"2 avocados, pitted, peeled, and diced; 10 cloves garlic, roasted and chopped; 1 medium roma tomato, seeded and diced; 2 cans chipotle pepper in adobo sauce, minced; 1 lime, juiced; salt, to taste; pepper, to taste; tortilla chip, for serving","Calories 72
Fat 5g
Carbs 5g
Fiber 3g
Sugar 0g
Protein 1g",https://tasty.co/recipe/garlic-chipotle-guacamole
Roasted Tomato Basil Soup,91% WOULD MAKE AGAIN,Under 30 minutes,for 8 servings,"1 tablespoon olive oil; 1 yellow onion, diced; 1 celery, diced; 3 cloves garlic, minced; 1 teaspoon kosher salt; 1 teaspoon pepper; 2 cans crushed tomato, 28 ounce (795 G) cans; 2 tablespoons tomato paste; ½ teaspoon baking soda; 6 cups vegetable broth (1.5 L); 2 sprigs fresh thyme; ¼ cup fresh basil (10 g), sliced; 8 bread bowls, for serving","Calories 56
Fat 0g
Carbs 10g
Fiber 1g
Sugar 2g
Protein 2g",https://tasty.co/recipe/roasted-tomato-basil-soup
Healthier Instant Noodles In A Jar,87% WOULD MAKE AGAIN,,for 1 serving,"2 teaspoons soy sauce; ½ teaspoon toasted sesame oil; pepper, to taste; ¼ cup mushroom (20 g), thinly sliced; ¼ cup carrot (25 g), cut into matchsticks; ½ cup fresh spinach (20 g), chopped; 1 cup dry instant noodle (100 g), such as vermicelli; 2 tablespoons green onion, chopped; 1 cup hot broth (235 mL), or hot water","Calories 831
Fat 35g
Carbs 115g
Fiber 7g
Sugar 10g
Protein 24g",https://tasty.co/recipe/healthier-instant-noodles-in-a-jar
Light Holiday Eggnog,81% WOULD MAKE AGAIN,Under 30 minutes,for 4 servings,"4 cups almond milk (960 mL); 6 large egg yolks; ¼ cup maple syrup (85 g); 1 teaspoon vanilla extract; 1 teaspoon ground cinnamon; 2 teaspoons ground nutmeg, plus more for garnish; 3 whole cloves, optional; cinnamon stick, for garnish","Calories 187
Fat 10g
Carbs 12g
Fiber 1g
Sugar 9g
Protein 10g",https://tasty.co/recipe/light-holiday-eggnog
Portobello Veggie Burgers,85% WOULD MAKE AGAIN,,for 5 servings,"15 oz black beans (400 g), 1 can, drained and rinsed; ½ teaspoon salt; 1 clove garlic, minced; 2 large portobello mushroom caps, finely chopped; ½ cup walnuts (50 g), finely chopped; ¼ cup parsley (10 g), finely chopped; 2 tablespoons ground flaxseed; 4 tablespoons water","Calories 182
Fat 9g
Carbs 18g
Fiber 7g
Sugar 2g
Protein 8g",https://tasty.co/recipe/portobello-veggie-burgers
Radish Avocado Toast,97% WOULD MAKE AGAIN,Under 30 minutes,for 4 servings,"4 slices bread, toasted, 1/2 inch (1 1/4 cm) thick; 1 avocado; 1 lime, juiced; salt, to taste; pepper, to taste; 8 radishes, thinly sliced",,https://tasty.co/recipe/radish-avocado-toast
"""Chicken” Made With Jackfruit",74% WOULD MAKE AGAIN,Under 30 minutes,for 4 servings,"3 cups warm water (720 mL); 1 vegetable bouillon cube; 2 cans jackfruit, 15 ounce (425 G) cans; 1 ½ teaspoons garlic powder; 1 ½ teaspoons onion powder; 2 teaspoons paprika; ½ teaspoon smoked paprika; ⅛ teaspoon cayenne; 1 teaspoon ground black pepper; 2 teaspoons kosher salt, divided, plus more to taste; 2 cups canola oil (480 mL), for frying; 1 cup unsweetened non-dairy milk (240 mL); 1 tablespoon apple cider vinegar; 1 ½ cups all purpose flour (185 g), divided; ½ teaspoon baking soda; 2 tablespoons cornstarch","Calories 307
Fat 12g
Carbs 43g
Fiber 2g
Sugar 0g
Protein 4g",https://tasty.co/recipe/chicken-made-with-jackfruit
Fried Sticky Rice Mango Balls,83% WOULD MAKE AGAIN,Under 30 minutes,for 6 balls,"¾ cup coconut cream (175 g); ¼ cup palm sugar (50 g); ½ teaspoon salt; 1 mango, cut into cubes; 2 cups water (470 mL); 1 cup sticky rice (200 g); rice flour, to coat ball; 1 can condensed milk, optional for drizzle","Calories 425
Fat 16g
Carbs 61g
Fiber 0g
Sugar 73g
Protein 6g",https://tasty.co/recipe/fried-sticky-rice-mango-balls
Hot Toddy,89% WOULD MAKE AGAIN,Under 30 minutes,for 16 servings,"14 cups hot water (3.3 L); ⅔ cup fresh lemon juice (160 mL); ⅔ cup honey (225 g); 5 star anises; 10 black tea bags; 2 lemons, thinly sliced; 8 fl oz whiskey (235 mL); lemon wedge, for garnish","Calories 87
Fat 0g
Carbs 14g
Fiber 0g
Sugar 12g
Protein 0g",https://tasty.co/recipe/hot-toddy
Blueberry Basil Ice Pops,87% WOULD MAKE AGAIN,6 hr 15 min,for 6 ice pops,"¾ cup sugar (150 g); ½ cup fresh basil (20 g), loosely packed; ½ cup water (120 g); 16 oz frozen blueberry (455 g); 1 tablespoon lemon juice","Calories 107
Fat 0g
Carbs 26g
Fiber 2g
Sugar 24g
Protein 0g",https://tasty.co/recipe/blueberry-basil-ice-pops
Avocado Rose Avocado Toast,86% WOULD MAKE AGAIN,,for 1 serving,"bread, toasted; ½ avocado, sliced; 1 strawberry, sliced","Calories 133
Fat 11g
Carbs 8g
Fiber 5g
Sugar 1g
Protein 1g",https://tasty.co/recipe/avocado-rose-avocado-toast
Blueberry Fruit Rollers,75% WOULD MAKE AGAIN,Under 30 minutes,for 12 servings,3 cups blueberry (300 g),"Calories 33
Fat 0g
Carbs 8g
Fiber 1g
Sugar 5g
Protein 0g",https://tasty.co/recipe/blueberry-fruit-rollers
Skull Candy Apple,82% WOULD MAKE AGAIN,Under 30 minutes,for 1 serving,"red delicious apple; white chocolate, melted; red gel frosting; 1 cake pop stick","Calories 0
Fat 0g
Carbs 0g
Fiber 0g
Sugar 0g
Protein 0g",https://tasty.co/recipe/skull-candy-apple
Deviled Potato Bites,86% WOULD MAKE AGAIN,Under 30 minutes,for 10 bites,"10 small yellow potatoes; 15 oz chickpeas (425 g), 1 can; 1 tablespoon lemon juice; 1 tablespoon garlic powder; 1 teaspoon dijon mustard; 1 teaspoon turmeric; 2 tablespoons tahini sauce; 2 tablespoons water, add more as needed for creamier texture; salt, to taste; pepper, to taste; paprika, to taste","Calories 201
Fat 2g
Carbs 39g
Fiber 6g
Sugar 3g
Protein 6g",https://tasty.co/recipe/deviled-potato-bites
Seeded Pumpkin Breakfast Bread,85% WOULD MAKE AGAIN,,for 8 servings,"1 ½ cups raw walnuts (150 g), halves, toasted and chopped; 1 cup raw pepitas (150 g); ¼ cup chia seeds (45 g); 1 cup dried fig (160 g), sliced; ½ cup flaxseed (85 g); 2 ¾ cups old fashioned rolled oat (220 g); 1 tablespoon pumpkin spice; 2 teaspoons fine sea salt; 15 oz unsweetened pumpkin puree (450 g); 1 cup almond milk (240 mL); ¼ cup olive oil (60 mL); ½ cup maple syrup (170 g); ⅓ cup flaxseed meal (55 g)","Calories 514
Fat 27g
Carbs 58g
Fiber 11g
Sugar 21g
Protein 14g",https://tasty.co/recipe/seeded-pumpkin-breakfast-bread
Sweet Potato-Pecan Cinnamon Rolls,93% WOULD MAKE AGAIN,,for 12 servings,"1 cup plain unsweetened soy milk (240 mL), or other non-dairy milk; ¼ cup vegan butter (55 g); 1 cup mashed sweet potato (250 g), from 1 baked medium sweet potato; 3 cups unbleached all-purpose flour (375 g), plus more for dusting; ¼ cup granulated sugar (50 g); ½ teaspoon salt; 2 ¼ teaspoons active dry yeast, 1 packet; ½ teaspoon grapeseed oil; ½ cup brown sugar (110 g), or coconut sugar, or a mix of the two; ½ tablespoon ground cinnamon; ¾ cup toasted pecans (95 g); ⅓ cup vegan butter (75 g); ½ cup vegan cream cheese (110 g); ½ cup confectioners sugar (80 g); ¼ cup mashed sweet potato (60 g), from ¼ baked medium sweet potato; ½ teaspoon pure vanilla extract","Calories 347
Fat 13g
Carbs 49g
Fiber 3g
Sugar 17g
Protein 5g",https://tasty.co/recipe/sweet-potato-pecan-cinnamon-rolls
Blueberry Almond Instant Oatmeal,96% WOULD MAKE AGAIN,,for 1 serving,"½ cup instant oatmeal (50 g); 2 tablespoons freeze-dried blueberry; 1 tablespoon slivered almond; 1 tablespoon chia seed; ⅛ teaspoon vanilla bean; 2 teaspoons sugar, of choice; ¾ cup water (175 mL), or milk, boiling","Calories 369
Fat 9g
Carbs 60g
Fiber 9g
Sugar 9g
Protein 11g",https://tasty.co/recipe/blueberry-almond-instant-oatmeal
Zesty French Fries,88% WOULD MAKE AGAIN,"Total Time
35 minutes
Prep Time
5 minutes
Cook Time
25 minutes",for 4 servings,6 cups frozen french fries (900 g); ½ teaspoon kosher salt; ½ teaspoon garlic powder; ½ teaspoon onion powder; ½ teaspoon smoked paprika; ½ teaspoon ground cumin; ¼ teaspoon chili powder; ¼ teaspoon freshly ground black pepper; ¼ teaspoon sugar; 1 brown paper bag,"Calories 420
Fat 10g
Carbs 71g
Fiber 8g
Sugar 4g
Protein 8g",https://tasty.co/recipe/zesty-french-fries
Homemade Vegan Burger With Vegan Aioli,70% WOULD MAKE AGAIN,"Total Time
5 hr 30 min
Prep Time
30 minutes
Cook Time
2 hr 10 min",for 8 servings,"1 package extra firm tofu, pressed; 8 oz shiitake mushroom (225 g), roughly chopped; 1 cup raw walnut (100 g); 3 cloves garlic; 2 tablespoons vegan butter, divided; 2 tablespoons olive oil, divided; 2 tablespoons low sodium soy sauce, plus 2 teaspoons; 2 teaspoons liquid smoke; ½ yellow onion, diced; 2 ½ teaspoons kosher salt, divided, plus more to taste; 2 tablespoons tomato paste; 2 teaspoons nutritional yeast; 1 cup brown rice (200 g), cooked; 3 tablespoons red beet, shredded packed; 1 tablespoon cornstarch; 1 tablespoon water; 4 teaspoons vegan worcestershire sauce; 2 tablespoons vegetable shortening; ¼ cup vital wheat gluten (30 g), plus 2 tablespoons; 8 teaspoons canola oil; bun, for serving; topping of your choice, for serving; 3 tablespoons aquafaba, liquid from canned chickpeas; 3 cloves garlic; 1 teaspoon dijon mustard; 2 tablespoons lemon juice; ½ teaspoon organic sugar; 1 cup neutral oil (240 mL), such as avocado or canola; ½ teaspoon kosher salt; ½ teaspoon freshly ground black pepper",,https://tasty.co/recipe/homemade-vegan-burger-with-vegan-aioli
Gin & Tonic Jelly Shots,90% WOULD MAKE AGAIN,Under 30 minutes,for 24 shots,5 lemons; 6 limes; 4 leaves gelatin leaf; 1 ¾ cups tonic water (400 mL); ½ cup gin (100 mL); 2 tablespoons sugar,"Calories 24
Fat 0g
Carbs 3g
Fiber 0g
Sugar 1g
Protein 0g",https://tasty.co/recipe/gin-tonic-jelly-shots
Mixed Vegetable Nuggets,65% WOULD MAKE AGAIN,Under 30 minutes,for 6 servings,"3 tablespoons water; 1 tablespoon flax meal; 1 head broccoli, broken into florets; 3 carrots, sliced; 1 head cauliflower, broken into florets; 1 teaspoon salt; 1 teaspoon pepper; 1 teaspoon onion powder; 3 cloves garlic; 2 cups bread crumbs (230 g), divided","Calories 338
Fat 4g
Carbs 63g
Fiber 10g
Sugar 10g
Protein 13g",https://tasty.co/recipe/mixed-vegetable-nuggets
Strawberry Purée,97% WOULD MAKE AGAIN,10 minutes,for 2 cups,"2 cups strawberry (300 g), chopped; 1 tablespoon sugar","Calories 70
Fat 0g
Carbs 17g
Fiber 3g
Sugar 12g
Protein 1g",https://tasty.co/recipe/strawberry-puree
Hibiscus Flower Tacos,86% WOULD MAKE AGAIN,"Total Time
2 hr 20 min
Prep Time
2 hr
Cook Time
20 minutes",for 6 tacos,"2 cups dried hibiscus flowers (140 g); 4 cups water (960 mL); 2 tablespoons olive oil; ½ medium red onion, diced; 3 cloves garlic, minced; 1 teaspoon onion powder; 1 teaspoon garlic powder; ½ teaspoon black pepper; 1 teaspoon smoked paprika; ½ teaspoon ground cumin; 1 teaspoon dried oregano; 1 teaspoon kosher salt; ½ teaspoon red pepper flakes; tortilla, for serving; topping of your choice, for serving","Calories 20
Fat 1g
Carbs 2g
Fiber 0g
Sugar 0g
Protein 0g",https://tasty.co/recipe/hibiscus-flower-tacos
Rainbow Veggie Pinwheels,93% WOULD MAKE AGAIN,Under 30 minutes,for 4 servings,"2 cups chickpeas (330 g), drained and rinsed; 1 ½ teaspoons salt; ½ teaspoon pepper; ½ teaspoon cumin; ¼ cup tahini paste (60 g); 2 tablespoons lemon juice; 2 tablespoons olive oil; 1 package whole wheat tortillas; 1 red bell pepper, sliced; 2 carrots, sliced; 1 yellow bell pepper, sliced; 1 cucumber, sliced; ¼ shredded purple cabbage","Calories 239
Fat 8g
Carbs 35g
Fiber 8g
Sugar 10g
Protein 8g",https://tasty.co/recipe/rainbow-veggie-pinwheels
Green Smoothie Bowl,89% WOULD MAKE AGAIN,Under 30 minutes,for 2 servings,"½ kiwi; ¼ avocado; ¼ cup fresh spinach (50 g); ⅓ cup natural yogurt (75 g); ⅓ cup coconut water (75 mg); 1 tablespoon honey; raspberry, to taste; 2 tablespoons desiccated coconut, to taste; hazelnut, to taste; sunflower seed, to taste; blueberry, to taste; yogurt, to taste","Calories 127
Fat 6g
Carbs 14g
Fiber 2g
Sugar 11g
Protein 3g",https://tasty.co/recipe/green-smoothie-bowl
"Lentil, Pear, And Arugula Salad",85% WOULD MAKE AGAIN,Under 30 minutes,for 4 servings,"1 cup unsweetened coconut flakes (100 g); 1 tablespoon soy sauce; ½ tablespoon maple syrup; ¼ teaspoon liquid smoke; coconut oil, for greasing; 5 oz fresh arugula (140 g); 1 ½ pears, sliced; 1 ½ cups lentils (250 g), cooked; ¼ cup olive oil (60 mL); ¼ cup balsamic vinegar (60 mL); salt, to taste; pepper, to taste","Calories 507
Fat 22g
Carbs 65g
Fiber 11g
Sugar 27g
Protein 14g",https://tasty.co/recipe/lentil-pear-and-arugula-salad
Veggie Burrito Bowl,96% WOULD MAKE AGAIN,Under 30 minutes,for 2 servings,"1 tablespoon olive oil; 2 zucchini squashes, diced; 1 yellow bell pepper, diced; 1 red bell pepper, diced; 3 garlics, minced; 1 can cannellini bean, rinsed and drained; 1 tablespoon fresh thyme leaf; ½ teaspoon cayenne pepper; 1 ¼ teaspoons salt; 4 flour tortillas, 8 in (20 cm); guacamole; pico de gallo","Calories 525
Fat 8g
Carbs 89g
Fiber 17g
Sugar 11g
Protein 21g",https://tasty.co/recipe/veggie-burrito-bowl
Hungry Apple Monsters,90% WOULD MAKE AGAIN,,for 4 monster mouths,"1 apple; nut butter, to taste; sunflower seed, or sliced almonds","Calories 35
Fat 0g
Carbs 9g
Fiber 1g
Sugar 6g
Protein 0g",https://tasty.co/recipe/hungry-apple-monsters
Mango Avocado Taco Cups,99% WOULD MAKE AGAIN,Under 30 minutes,for 12 cups,"nonstick cooking spray, for greasing; 3 large flour tortillas; ¾ cup avocado (110 g), diced; ¾ cup mango (125 g), diced; ¼ cup salsa verde (65 g); fresh cilantro leaf, for garnish","Calories 57
Fat 2g
Carbs 8g
Fiber 0g
Sugar 2g
Protein 0g",https://tasty.co/recipe/mango-avocado-taco-cups
Vegetarian Baked Beans,77% WOULD MAKE AGAIN,,for 6 servings,"2 tablespoons olive oil; 1 small yellow onion, diced; 3 cloves garlic, minced; 1 teaspoon smoked paprika; 1 teaspoon chili powder; 1 teaspoon mustard powder; ½ teaspoon salt; ¼ teaspoon pepper; ½ cup tomato paste (110 g); ¼ cup maple syrup (85 g); 3 tablespoons molasses; 2 tablespoons low sodium soy sauce; 3 tablespoons apple cider vinegar; 1 teaspoon liquid smoke; ¾ cup low sodium vegetable broth (180 mL); 15 oz great northern beans (425 g), 3 cans, drained and rinsed","Calories 166
Fat 2g
Carbs 30g
Fiber 5g
Sugar 16g
Protein 6g",https://tasty.co/recipe/vegetarian-baked-beans
Cow-Shaped Veggie Buns,87% WOULD MAKE AGAIN,"Total Time
39 minutes
Prep Time
30 minutes
Cook Time
9 minutes",for 12 servings,"⅓ cup milk (80 mL); ½ teaspoon instant yeast; 2 tablespoons sugar; 1 ¼ cups all purpose flour (155 g); pink food coloring; black food coloring; water, for brushing; ½ cup green cabbage (50 g), finely chopped; ¼ shiitake mushroom, diced; 1 green onion, finely chopped; ¼ teaspoon ginger, minced; 2 teaspoons soy sauce; 1 teaspoon sesame oil; ¼ teaspoon freshly ground black pepper","Calories 61
Fat 0g
Carbs 11g
Fiber 0g
Sugar 2g
Protein 1g",https://tasty.co/recipe/cow-shaped-veggie-buns
Peanut Butter Ice Cream,88% WOULD MAKE AGAIN,Under 30 minutes,for 2 servings,"3 bananas, peeled and frozen; 1 tablespoon natural peanut butter; 1 ½ tablespoons mini chocolate chips","Calories 258
Fat 4g
Carbs 58g
Fiber 6g
Sugar 31g
Protein 3g",https://tasty.co/recipe/peanut-butter-ice-cream
One Pot Vegan Eggplant Lasagna,91% WOULD MAKE AGAIN,,for 8 servings,"2 cups raw cashews (260 g); 1 cup extra virgin olive oil (240 mL); 1 cup fresh basil leaf (40 g), lightly packed; ¼ cup nutritional yeast (10 g); 2 tablespoons lemon juice; 2 teaspoons kosher salt; 1 teaspoon onion powder; 1 teaspoon garlic powder; ¼ teaspoon freshly ground black pepper; 1 clove garlic, roughtly chopped; nonstick cooking spray; ¼ cup extra virgin olive oil (60 mL), plus 2 tablespoons, divided; 2 ½ lb eggplant (1.1 kg), cubed; 1 small carrot, finely chopped; 1 stalk celery, finely chopped; 1 small yellow onion, finely chopped; kosher salt, to taste; freshly ground black pepper, to taste; ½ cup dry white wine (120 mL); 2 tablespoons tomato paste; 2 cloves garlic, minced; 3 cups vegetable stock (720 mL); 28 oz crushed tomato (795 g), 1 can; 8 oz vegan ""no-boil"" lasagna noodle (225 g), broken in half; 2 cups shredded vegan mozzarella cheese (200 g); fresh flat-leaf parsley, finely chopped, for garnish; garlic bread, for serving","Calories 585
Fat 34g
Carbs 54g
Fiber 7g
Sugar 12g
Protein 12g",https://tasty.co/recipe/one-pot-vegan-eggplant-lasagna
Strawberry Salsa,94% WOULD MAKE AGAIN,,for 2 servings,"1 ½ cups strawberry (225 g), diced; 1 avocado, diced; 1 cup white onion (150 g), finely diced; 1 jalapeño, diced; ¼ cup fresh mint (10 g); 2 tablespoons lemon juice","Calories 174
Fat 11g
Carbs 18g
Fiber 7g
Sugar 6g
Protein 2g",https://tasty.co/recipe/strawberry-salsa
