,likes,time,servings,ingredients,nutritions,link
Lemon Ginger Yerba Mate Tea,,,for 36 servings,"1 cup yerba mate (65 g); ½ cup lemon zest (55 g), dried; 1 tablespoon ground ginger; hot water, for steeping","Calories 3
Fat 0g
Carbs 0g
Fiber 0g
Sugar 0g
Protein 0g",https://tasty.co/recipe/lemon-ginger-yerba-mate-tea
Smoothies: Berry Delicious,,,for 1 serving,"1 cup Great Value® Almond Milk (240 mL); 1 ½ cups Great Value® Berry Medley (260 g); ¼ cup dried apricot (50 g), diced; ½ teaspoon fresh ginger",,https://tasty.co/recipe/smoothies-berry-delicious
Coconut Bacon,,Under 30 minutes,for 4 servings,"2 cups coconut flakes (150 g); 2 tablespoons soy sauce; 1 tablespoon maple syrup; ½ teaspoon liquid smoke, optional; 1 tablespoon coconut oil, for greasing","Calories 420
Fat 26g
Carbs 45g
Fiber 8g
Sugar 32g
Protein 3g",https://tasty.co/recipe/coconut-bacon
The Ocean Smoothie Bowl,,,for 1 serving,"1 cup frozen banana (150 g); 1 cup frozen mango (150 g); ¼ teaspoon blue spirulina powder; ¼ teaspoon green spirulina; milk, a splash","Calories 289
Fat 1g
Carbs 73g
Fiber 8g
Sugar 52g
Protein 3g",https://tasty.co/recipe/the-ocean-smoothie-bowl
Sweet And Spicy 1up Popcorn Mix,,Under 30 minutes,for 10 servings,⅓ cup popcorn (40 g); 2 tablespoons sugar; 3 tablespoons canola oil; ¼ teaspoon yellow food coloring; ¼ teaspoon chipotle powder; ½ teaspoon salt; 1 cup spicy corn nuts (35 g); 1 cup spicy ring chips (35 g); ⅓ cup popcorn (40 g); 2 tablespoons sugar; 3 tablespoons canola oil; ¼ teaspoon purple food coloring; ⅔ cup mini purple m&m's (135 g); ½ cup purple gummies (85 g); 2 tablespoons purple sugar; 1 cup purple sweet potato chips (35 g),"Calories 270
Fat 11g
Carbs 39g
Fiber 3g
Sugar 20g
Protein 5g",https://tasty.co/recipe/sweet-and-spicy-1up-popcorn-mix
Easy Guacamole,,Under 30 minutes,for 2 servings,"3 avocados, halved; 2 tomatoes, chopped; ½ red onion, chopped; 1 small jalapeño, diced; 1 lime, juiced and zested; 1 head fresh cilantro, chopped; garlic salt, to taste; salt, to taste; pepper, to taste; ½ tablespoon cumin","Calories 413
Fat 34g
Carbs 28g
Fiber 17g
Sugar 3g
Protein 5g",https://tasty.co/recipe/easy-guacamole
Cacio e Pepe English Muffin Bread,,"Total Time
2 hr 5 min
Prep Time
15 minutes
Cook Time
35 minutes",for 10 servings,"avocado oil spray, for greasing; 2 tablespoons yellow cornmeal; ⅓ cup warm water; 2 ¼ teaspoons active dry yeast; 1 tablespoon granulated sugar, divided; 3 cups all-purpose flour; 1 tablespoon freshly cracked black pepper; 1 ½ teaspoons kosher salt; ¼ teaspoon baking soda; 1 cup freshly grated parmesan cheese; 1 cup buttermilk, room temperature; 2 tablespoons avocado oil; 1 teaspoon avocado oil; 2 tablespoons freshly shaved parmesan cheese, for topping; 1 tablespoon yellow cornmeal, for topping","Calories 246
Fat 7g
Carbs 37g
Fiber 1g
Sugar 2g
Protein 8g",https://tasty.co/recipe/cacio-e-pepe-english-muffin-bread
Banana Coconut Popcorn Bars,,"Total Time
1 hr 15 min
Prep Time
5 minutes
Cook Time
10 minutes",for 12 bars,"6 cups popcorn (50 g), crushed; 3 cups brown rice (600 g), puffed; 2 cups banana chips (200 g), roughly chopped, plus more for topping; 1 cup toasted coconut flakes (100 g); 2 tablespoons black sesame seeds, plus more for topping; ¾ cup honey (250 g); 1 cup brown sugar (220 g); ¼ teaspoon kosher salt","Calories 517
Fat 8g
Carbs 103g
Fiber 13g
Sugar 31g
Protein 11g",https://tasty.co/recipe/banana-coconut-popcorn-bars
Pumpkin Juice,,"Total Time
1 hr 5 min
Prep Time
10 minutes
Cook Time
25 minutes",for 6 servings,"30 oz unsweetened pumpkin puree (895 g); 30 oz water (895 g); 1 cup sugar (200 g); 1 cup water (240 mL); 4 whole cinnamon sticks; 3 whole nutmeg pods, split in half; ¾ cup apricot juice (180 mL); ¾ cup apple juice (180 mL); 1 tablespoon lime juice; 1 teaspoon freshly grated nutmeg; 1 teaspoon freshly grated cinnamon","Calories 171
Fat 0g
Carbs 43g
Fiber 5g
Sugar 33g
Protein 1g",https://tasty.co/recipe/pumpkin-juice
Glutinous Rice Balls (Tang Yuan),,"Total Time
1 hr 45 min
Prep Time
10 minutes
Cook Time
20 minutes",for 20 balls,"¼ cup black sesame seeds (35 g); ¼ cup unsalted peanuts (30 g); 4 tablespoons granulated sugar, divided; 2 tablespoons unsalted butter, room temperature; 2 cups water (480 mL); ½ cup brown sugar (100 g); 2 tablespoons fresh ginger, peeled and sliced; 1 ¼ cups glutinous rice flour (155 g), ¼ cup boiling water (60 ml) ¼ cup room temperature water (60 ml); pink food coloring","Calories 82
Fat 3g
Carbs 11g
Fiber 0g
Sugar 5g
Protein 1g",https://tasty.co/recipe/glutinous-rice-balls-tang-yuan
Pecan Date Bark,,,for 12 pieces,12 oz pitted dates; 1 ¼ cups peanut butter; 7 oz dark chocolate; 1 teaspoon coconut oil; ½ teaspoon flaky sea salt; 3 ½ oz pecan halves,"Calories 208
Fat 9g
Carbs 32g
Fiber 4g
Sugar 27g
Protein 3g",https://tasty.co/recipe/pecan-date-bark
Beet Root Curry Goodness,,,for 6 servings,"1 large onion, chopped; 3 garlic cloves, minced; 1 tablespoon fresh ginger, minced; 2 medium sized beets, peeled and cut to cubes; 1 potato, peeled, cut to cubes; 2 cups non-dairy milk (480 mL); 1 cup filtered water (240 mL); 2 tablespoons curry powder; ½ teaspoon nutmeg; ½ teaspoon cumin; 1 ½ himalayan salts; ⅓ teaspoon black pepper; 1 teaspoon onion powder","Calories 83
Fat 1g
Carbs 16g
Fiber 3g
Sugar 5g
Protein 2g",https://tasty.co/recipe/beet-root-curry-goodness
Green Machine Baby Food (11+ Months),,,for 12 servings,"5 oz spinach (140 g), washed and steamed; 5 oz peas (140 g), washed and steamed; 2 pears, washed and steamed; 2 kiwis, peeled, If kiwi is unripe, you can steam it; water, can be breast milk or formula","Calories 46
Fat 0g
Carbs 10g
Fiber 2g
Sugar 6g
Protein 1g",https://tasty.co/recipe/green-machine-baby-food-11-months
Mango-berry Avocado Baby Food (9+ Months),,,for 8 servings,"1 very ripe avocado; 6 oz blueberry (180 g), washed well; 1 mango, cubed; water, can use breast milk or formula",,https://tasty.co/recipe/mango-berry-avocado-baby-food-9-months
Healthy Smoothie Bowl: Pitaya Bowl: I See Kiwi,,Under 30 minutes,for 1 serving,2 cups frozen papaya (330 g); 1 cup frozen mango (165 g); 6 frozen strawberries; ½ fresh banana; 1 ½ cups milk of choice (360 mL); 1 fresh kiwi; 1 cup diced mangoes (165 g); 1 cup granola and sliced almonds (140 g),,https://tasty.co/recipe/healthy-smoothie-bowl-pitaya-bowl-i-see-kiwi
Berry Beet Bowl,,,for 1 serving,"½ cup Planet Oat® Unsweetened Original Oatmilk (120 mL); 1 cup frozen mixed berry (150 g); ⅓ cup frozen cooked beets (45 g); 1 frozen banana; 1 date, pitted and finely chopped; banana, sliced; chia seed; white dragon fruit ball; blackberry; honey","Calories 256
Fat 1g
Carbs 61g
Fiber 8g
Sugar 35g
Protein 4g",https://tasty.co/recipe/berry-beet-bowl
Basil Oil,,"Total Time
1 hr 20 min
Prep Time
5 minutes
Cook Time
1 minute",for 1 cup,"1 ½ cups neutral oil (360 mL), such as grapeseed; kosher salt, for boiling and ice bath; 4 cups fresh basil leaves (160 g)",,https://tasty.co/recipe/basil-oil
Vietnamese Steamed Rice Rolls,,"Total Time
20 minutes
Prep Time
15 minutes
Cook Time
5 minutes",for 4 servings,"½ lb bean sprouts (225 g); 1 lb premade steamed rice sheet noodles (425 g); ¼ lb chả lụa (Vietnamese ham) (105 g); 1 english cucumber; 2 tablespoons fried garlic; 1 cup hot water (240 g); ¾ cup granulated sugar (150 g); 3 tablespoons lime juice, (about 1 lime); 1 cup coconut soda (240 mL), preferably Coco Rico brand; ¾ cup fish sauce (180 g), preferably Viet Huong's Three Crabs brand; 6 garlic cloves, thinly sliced or crushed; 2 Thai chiles, thinly sliced","Calories 666
Fat 8g
Carbs 129g
Fiber 3g
Sugar 32g
Protein 15g",https://tasty.co/recipe/vietnamese-steamed-rice-rolls
Smoothies: Udderly Delicious,,,for 1 serving,1 cup Great Value® Nonfat Milk (240 mL); 1 ½ cups Great Value® Berry Medley (260 g); 2 tablespoons honey; ¼ cup coconut chips (20 g),,https://tasty.co/recipe/smoothies-udderly-delicious
Yummy Oatmeal,,,for 1 serving,"½ cup water (120 mL), or milk; ½ teaspoon cinnamon sugar; 1 teaspoon vanilla extract; 1 packet instant oatmeal","Calories 280
Fat 4g
Carbs 48g
Fiber 7g
Sugar 1g
Protein 9g",https://tasty.co/recipe/yummy-oatmeal
Chocolate Horchata Popsicles Planet Oat,,Under 30 minutes,for 12 servings,"1 small mexican cinnamon stick; ½ cup white rice (120 mL); 5 cups Planet Oat® Dark Chocolate Oatmilk (1 L); ¼ cup sugar (25 g); 1 teaspoon vanilla extract; 1 ½ tablespoons ground cinnamon; ¾ cup dark chocolate (150 g), chopped, 60%; ½ cup toasted coconut flakes (50 g), plus 2 tablespoons; ½ cup toasted sliced almonds (60 g), plus 2 tablespoons; 12 ice pop sticks; 2 ice pop molds, 6 count","Calories 491
Fat 37g
Carbs 22g
Fiber 2g
Sugar 12g
Protein 19g",https://tasty.co/recipe/chocolate-horchata-popsicles-planet-oat
Personal Cranberry Sauce,,,for 1 serving,1 cup cranberry (115 g); 1 cup orange juice (240 mL); ½ cup water (120 mL); ¼ cup sugar (25 g); ½ teaspoon cinnamon,,https://tasty.co/recipe/personal-cranberry-sauce
Root Veggie Soup,,,for 4 servings,"1 16-ounce bag Marketside™ Fresh Butternut Squash; 1 16-ounce bag Marketside™ Fresh Sweet Potato; 1 carrot, peeled and cubed; 1 parsnip, peeled and cubed; 2 garlic cloves, peeled; 1 leek, dark green parts removed, halved lengthwise; ¼ cup olive oil; ½ teaspoon kosher salt, plus more to taste; ¼ teaspoon freshly ground black pepper, plus more to taste; ¼ teaspoon ground cumin; 3 ½ cups vegetable broth; ¼ teaspoon smoked paprika; ¼ teaspoon cayenne pepper, optional; ½ teaspoon chopped fresh rosemary leaves, plus more for garnish; 1 cup coconut milk, plus more for garnish; chopped pistachio, for garnish","Calories 368
Fat 14g
Carbs 59g
Fiber 9g
Sugar 17g
Protein 6g",https://tasty.co/recipe/root-veggie-soup
Pumpkin Spice Fruit Rollers,,Under 30 minutes,for 6 servings,10 oz pumpkin puree (285 g); ¼ teaspoon clove; ¼ teaspoon ground ginger; ¼ teaspoon nutmeg; ¼ teaspoon cinnamon; 1 cup dark brown sugar (220 g),"Calories 106
Fat 0g
Carbs 27g
Fiber 1g
Sugar 24g
Protein 0g",https://tasty.co/recipe/pumpkin-spice-fruit-rollers
Vegan Banana Bread,,,for 12 servings,"4 ripe bananas, large; ½ cup vegetable oil (120 mL), or canola oil; ½ cup unsweetened applesauce (120 mL); ¾ cup light brown sugar (150 g); 1 teaspoon vanilla extract; ½ teaspoon salt; 1 ½ teaspoons baking powder; 2 cups all purpose flour (250 g)","Calories 259
Fat 10g
Carbs 40g
Fiber 2g
Sugar 15g
Protein 3g",https://tasty.co/recipe/vegan-banana-bread
Vegan Thai Basil Stir Fry (Vegan Pad Kra Pao),,Under 30 minutes,for 4 servings,"½ lb firm tofu (300 g), crumbled and drained; ½ cup brown onion (50 g), diced; ½ lb pearl oyster mushrooms (200 g), chopped; red chili, sliced; 5 teaspoons ginger, finely chopped; 2 tomatoes, diced and deseeded; 1 cup water (200 mL); 1 bunch fresh thai basil, or holy basil; ½ lime, juiced; 2 tablespoons light soy sauce; 1 tablespoon dark soy sauce; 2 ½ tablespoons vegan oyster sauce; 1 tablespoon coconut sugar; vegan fish sauce","Calories 99
Fat 3g
Carbs 11g
Fiber 2g
Sugar 8g
Protein 8g",https://tasty.co/recipe/vegan-thai-basil-stir-fry-vegan-pad-kra-pao
Italian Paloma,,,for 1 serving,"1 ¾ oz Don Julio Blanco Tequila (420 g); ½ oz campari (15 g); ½ oz grapefruit juice (15 mL); 2 oz San Pellegrino Aranciata (55 mL); 1 wedge grapefruit, for garnish","Calories 112
Fat 0g
Carbs 6g
Fiber 0g
Sugar 5g
Protein 0g",https://tasty.co/recipe/italian-paloma
"Vegan Broccoli, Lime Rice Bowl",,Under 30 minutes,for 1 serving,"¼ broccoli crown; ½ lemon; salt, to taste; black pepper, to taste; 4 tablespoons water; 1 tablespoon olive oil; ¼ cup rice (50 g); ⅓ cup water (65 mL); 1 tablespoon oil; salt, to taste; ½ lemon","Calories 269
Fat 5g
Carbs 52g
Fiber 3g
Sugar 2g
Protein 5g",https://tasty.co/recipe/vegan-broccoli-lime-rice-bowl
Healthy Smoothie Bowl: Blue Magik Bowl: The Peaceful Mango,,,for 1 serving,1 fresh banana; 1 cup frozen strawberries (150 g); ½ cup frozen mango (80 g); 3 tablespoons blue majik; 1 ½ cups milk of choice (360 mL); 1 fresh star fruit; 1 cup diced mangoes (165 g); 1 cup granola and sliced almonds (140 g),,https://tasty.co/recipe/healthy-smoothie-bowl-blue-magik-bowl-the-peaceful-mango
Cole Slaw As Made By Chef Kuniko Yagi,,"Total Time
20 minutes
Prep Time
15 minutes
Cook Time
5 minutes",for 4 servings,"2 tablespoons white sesame seeds, finely ground; 1 ½ teaspoons japanese white sesame paste; 3 tablespoons soy sauce; 4 ½ tablespoons rice vinegar; ¾ teaspoon sugar; 1 ½ teaspoons kosher salt; ½ cup extra virgin olive oil (120 mL); 2 cups green cabbage (200 g), shredded; 1 cup fresh baby kale (70 g); ⅓ cup green beans (120 g), trimmed, blanched, and cut into 1 inch pieces; 1 tablespoon red onion, thinly sliced","Calories 163
Fat 10g
Carbs 17g
Fiber 3g
Sugar 10g
Protein 3g",https://tasty.co/recipe/cole-slaw-as-made-by-chef-kuniko-yagi
Healthy Smoothie Bowl: Blue Magik Bowl: The Blue Lagoon,,Under 30 minutes,for 1 serving,"1 fresh banana; 1 cup frozen strawberries (150 g); ½ cup frozen mango (80 g), diced; 3 tablespoons blue majik; 1 ½ cups milk of choice (360 mL); 1 fresh kiwi; ⅓ cup fresh blueberries (35 g); ½ cup shredded coconut (50 g); 1 tablespoon chia seeds","Calories 689
Fat 26g
Carbs 110g
Fiber 18g
Sugar 72g
Protein 17g",https://tasty.co/recipe/healthy-smoothie-bowl-blue-magik-bowl-the-blue-lagoon
Blood Orange Lemonade,,,for 2 servings,"2 blood oranges, peeled; 5 oranges, peeled; 2 lemons, peeled; 1 sprig fresh rosemary, minced","Calories 312
Fat 0g
Carbs 80g
Fiber 15g
Sugar 58g
Protein 5g",https://tasty.co/recipe/blood-orange-lemonade
Pineapple Coconut Smoothie Bowl,,,for 1 serving,"2 ½ cups frozen pineapple (450 g); ½ cup coconut milk (120 mL); shredded coconut, optional toppings: chia seeds, frozen fruit","Calories 693
Fat 20g
Carbs 210g
Fiber 9g
Sugar 50g
Protein 3g",https://tasty.co/recipe/pineapple-coconut-smoothie-bowl
Vegetarian Bean Chili,,,for 10 servings,"1 large carrot, peeled and diced; 2 stalks celery, diced; 1 medium white onion, diced; 1 tablespoon chili powder; 1 tablespoon cumin; 1 can tomato paste; 1 tomato, diced; 1 can tomato sauce; 2 tablespoons vegetable oil; 2 cans chili beans; 6 cans kidney bean, (3 cans black beans, 3 cans kidney or 6 cans of any similar beans) - drained","Calories 352
Fat 4g
Carbs 79g
Fiber 19g
Sugar 11g
Protein 27g",https://tasty.co/recipe/vegetarian-bean-chili
Lavender Trail Mix,,"Total Time
20 minutes
Prep Time
5 minutes
Cook Time
15 minutes",for 6 servings,"1 cup marcona almonds (125 g); 1 cup raw cashews (125 g); 3 tablespoons dried culinary-grade lavender buds; 1 tablespoon kosher salt; 2 tablespoons sugar; 1 tablespoon olive oil; ½ cup dried blueberries (70 g); ½ cup dried pears (70 g), chopped; 1 cup white chocolate chips (170 g)",,https://tasty.co/recipe/lavender-trail-mix
Classic Sangria Ice Pops,,Under 30 minutes,for 12 ice pops,"1 apple, diced; 2 cups red wine (480 mL); 1 cup orange juice (240 mL); 2 fl oz brandy (60 mL); 24 grapes, halved; ice pop mold; ice pop stick","Calories 67
Fat 0g
Carbs 11g
Fiber 0g
Sugar 5g
Protein 0g",https://tasty.co/recipe/classic-sangria-ice-pops
Pumpkin Seed Pesto & Roasted Pumpkin,,,for 5 servings,"1 small pumpkin; ½ cup raw pumpkin seeds (65 g); ⅓ cup olive oil (80 mL), plus more to taste; ½ teaspoon kosher salt, plus more to taste; pepper, to taste; 2 cups fresh arugula (40 g); 2 cups fresh basil leaf (80 g); 1 clove garlic; 1 tablespoon lemon juice; 2 tablespoons water","Calories 117
Fat 8g
Carbs 7g
Fiber 2g
Sugar 2g
Protein 3g",https://tasty.co/recipe/pumpkin-seed-pesto-roasted-pumpkin
Garlic-Ginger “Soy” Dressing,,,for 16 servings,"1 tablespoon garlic, minced; 1 tablespoon ginger, minced; salt, to taste; pepper, to taste; 2 tablespoons sesame oil; ¼ cup rice vinegar (60 mL); 1 cup olive oil (240 mL); ½ cup coconut amino (120 mL)","Calories 67
Fat 5g
Carbs 2g
Fiber 4g
Sugar 2g
Protein 0g",https://tasty.co/recipe/garlic-ginger-soy-dressing
Jacket Potato: The Off-Road S’more,17% WOULD MAKE AGAIN,"Total Time
50 minutes
Prep Time
20 minutes
Cook Time
30 minutes",for 4 servings,"2 sweet potatoes; cooking spray; 1 teaspoon kosher salt; 2 tablespoons maple syrup or cinnamon butter; maple bacon bit; marshmallow fluff, warm; mini chocolate chip","Calories 105
Fat 0g
Carbs 24g
Fiber 1g
Sugar 11g
Protein 0g",https://tasty.co/recipe/jacket-potato-the-off-road-smore
Mapo Tofu,,"Total Time
1 hr 15 min
Prep Time
30 minutes
Cook Time
15 minutes",for 6 servings,"6 large dried shiitake mushrooms; 2 medium tomatoes, diced; 1 large green bell pepper, seeded; 8 oz white button mushroom (225 g), cleaned; 1 teaspoon chili garlic paste; 3 tablespoons black bean with garlic sauce; 2 tablespoons bean paste; 6 tablespoons soy sauce; 3 tablespoons hoisin sauce; 1 tablespoon sugar; 2 blocks extra firm tofu, pressed; 2 tablespoons olive oil; 2 tablespoons cornstarch; white rice, cooked, for serving","Calories 161
Fat 7g
Carbs 14g
Fiber 2g
Sugar 6g
Protein 13g",https://tasty.co/recipe/mapo-tofu
Sourdough Starter As Made By Johnny VanCora,,Under 30 minutes,for 1 1,¼ cup Organic rye or whole wheat flour (50 g); Filtered or distilled room-temperature water (),"Calories 120
Fat 0g
Carbs 25g
Fiber 3g
Sugar 0g
Protein 4g",https://tasty.co/recipe/sourdough-starter-as-made-by-johnny-vancora
Sri Lankan Bibikkan,,"Total Time
2 hr 28 min
Prep Time
38 minutes
Cook Time
1 hr 40 min",for 16 servings,"1 ¼ cups all purpose flour (155 g); 2 teaspoons baking powder; 1 teaspoon whole fennel seeds; 3 whole green cardamom pods; 3 whole cloves; 3 oz kithul jaggery (55 g), (about ½ cup packed), shaved or chopped; 1 ¾ cups coconut treacle (420 mL), or kithul treacle, divided; 3 ½ cups freshly shredded coconut (350 g), drained; ½ teaspoon kosher salt; 2 teaspoons vanilla extract; 1 lime, zested; 10 oz pitted dates (250 g), roughly chopped into 1/4 in (6 mm) pieces; 2 oz raisin (55 g); 2 oz crystallized ginger (55 g), finely chopped; 3 oz raw cashews (85 g), roughly chopped into 1/4 in (6 mm) pieces; ½ cup semolina (60 g); 16 halves raw cashews, optional","Calories 226
Fat 8g
Carbs 36g
Fiber 4g
Sugar 22g
Protein 3g",https://tasty.co/recipe/sri-lankan-bibikkan
Key Lime Pie Cocktail,,"Total Time
5 minutes
Prep Time
5 minutes
Cook Time
5 minutes",for 2 servings,"¼ cup graham cracker (20 g), crushed; 1 tablespoon crushed toasted coconut flakes; 1 key lime wedge; ice, for shaking; 2 oz dark rum (55 g); 3 oz vanilla vodka (85 g); ½ cup coconut cream (120 mL); 2 oz pineapple juice (55 g); 1 oz key lime juice (25 g); 1 oz simple syrup (25 g); freshly grated nutmeg, for garnish","Calories 522
Fat 23g
Carbs 40g
Fiber 2g
Sugar 52g
Protein 3g",https://tasty.co/recipe/key-lime-pie-cocktail
Salt And Vinegar Potatoes,,,for 4 servings,"1 ½ lb small potato (650 g), cut into 1 in (2.54 cm) pieces; 1 cup vinegar (240 mL); 1 cup water (240 mL); 2 tablespoons olive oil; salt, to taste; spice, as desired and to taste","Calories 125
Fat 1g
Carbs 22g
Fiber 2g
Sugar 1g
Protein 2g",https://tasty.co/recipe/salt-and-vinegar-potatoes
Quick And Easy Marinated Tofu,,Under 30 minutes,for 2 servings,"1 block extra firm tofu; ¼ cup soy sauce (60 mL); 2 tablespoons toasted sesame oil; ½ tablespoon teriyaki sauce; 1 teaspoon garlic, minced; 1 teaspoon ginger, minced - optional; 1 drop sriracha, optional; 1 scallion, thinly sliced","Calories 273
Fat 21g
Carbs 7g
Fiber 2g
Sugar 4g
Protein 17g",https://tasty.co/recipe/quick-and-easy-marinated-tofu
Apple Spinach Smoothie,,,for 2 servings,"1 large banana; 1 ½ cups spinach (60 g), packed; ¾ cup apple (150 g), diced; ⅔ cup milk (160 mL); ⅓ cup strawberry (50 g), quartered; 2 cups ice (280 g)","Calories 189
Fat 4g
Carbs 35g
Fiber 4g
Sugar 23g
Protein 5g",https://tasty.co/recipe/apple-spinach-smoothie
