,likes,time,servings,ingredients,nutritions,link
Vegan Ramen,95% WOULD MAKE AGAIN,,for 4 servings,"1 tablespoon oil; 1 teaspoon sesame oil; 1 tablespoon ginger, minced; 6 cloves garlic, minced; 1 onion, diced; 6 cups vegetable stock (1.4 L); 1 cup water (240 mL); 1 cup shiitake mushroom (75 g), stems removed and sliced; 1 tablespoon soy sauce; 1 teaspoon miso paste; ramen noodle; 1 bunch bok choy, sautéed; bell pepper, sliced and sautéed; fresh parlsey; nori; rainbow carrot, diced and sautéed; radish, sliced; onion, sliced and sautéed; spinach; bean sprout, sautéed; corn; jalapeño, sliced and sautéed; green onion, sliced","Calories 67
Fat 1g
Carbs 11g
Fiber 1g
Sugar 4g
Protein 2g",https://tasty.co/recipe/vegan-ramen
Banana Matcha Smoothie,93% WOULD MAKE AGAIN,,for 2 servings,"1 banana, sliced; 1 tablespoon matcha powder, plus more for serving; 1 cup almond milk (240 mL); 1 cup fresh spinach (40 g); 2 cups ice (480 g)","Calories 100
Fat 1g
Carbs 21g
Fiber 2g
Sugar 9g
Protein 2g",https://tasty.co/recipe/banana-matcha
Sweet Potato Black Bean Hash,96% WOULD MAKE AGAIN,Under 30 minutes,for 4 servings,"4 tablespoons olive oil; 3 cups sweet potato (600 g), diced, about 2 large potatoes; ½ yellow onion, diced; 1 red bell pepper, sliced; salt, to taste; pepper, to taste; ½ tablespoon paprika; 1 teaspoon cumin; 2 cups spinach (80 g); 15 oz black beans (425 g), 1 can","Calories 324
Fat 4g
Carbs 61g
Fiber 11g
Sugar 16g
Protein 9g",https://tasty.co/recipe/sweet-potato-black-bean-hash
Vegan Doughnuts,88% WOULD MAKE AGAIN,Under 30 minutes,for 12 doughnuts,"¼ cup vegan margarine (50 g); ½ cup soy milk (120 mL); 2 tablespoons sunflower oil, plus extra for frying; 2 cups plain flour (250 g); ½ cup caster sugar (100 g); 1 teaspoon baking powder; ½ teaspoon salt","Calories 182
Fat 6g
Carbs 26g
Fiber 0g
Sugar 8g
Protein 2g",https://tasty.co/recipe/vegan-doughnuts
Vegan Apple Pie,96% WOULD MAKE AGAIN,,for 6 servings,"2 ½ cups all-purpose flour (310 g), plus more for dusting; 1 tablespoon organic sugar; 1 teaspoon kosher salt; 1 cup vegan butter (225 g), cubed and chilled; 6 tablespoons ice water; 7 granny smith apples; 2 cups organic sugar (400 g), plus 1 teaspoon, divided; 1 lemon, zested; 5 tablespoons cornstarch; ½ lemon, juiced; 1 tablespoon coconut oil, melted, plus 1 teaspoon, divided; ½ teaspoon salt; 4 teaspoons cinnamon, divided","Calories 821
Fat 37g
Carbs 119g
Fiber 6g
Sugar 68g
Protein 5g",https://tasty.co/recipe/vegan-apple-pie
Broccoli Soup,83% WOULD MAKE AGAIN,Under 30 minutes,for 2 servings,"6 cups water (1.4 L); salt, to taste; 1 head broccoli; pepper, to taste","Calories 59
Fat 0g
Carbs 12g
Fiber 5g
Sugar 2g
Protein 4g",https://tasty.co/recipe/broccoli-soup
Roasted Fingerling Potatoes,98% WOULD MAKE AGAIN,,for 4 servings,"2 lb fingerling potato (905 g); 1 tablespoon olive oil; 2 teaspoons kosher salt; 1 teaspoon freshly ground black pepper; 2 sprigs fresh rosemary, stemmed","Calories 206
Fat 1g
Carbs 45g
Fiber 4g
Sugar 2g
Protein 4g",https://tasty.co/recipe/roasted-fingerling-potatoes
Vanilla Black Tea Smoothie,89% WOULD MAKE AGAIN,,for 2 servings,"1 cup black tea (240 mL); ½ cup almond milk (120 mL); 1 tablespoon vanilla protein powder; ½ cup plain yogurt (120 g); 1 banana, sliced; 1 cup blueberry (100 g); 2 cups ice (280 g); sliced almond, for serving",,https://tasty.co/recipe/vanilla-black-tea
Dairy-Free Chocolate-Glazed Donuts,79% WOULD MAKE AGAIN,Under 30 minutes,for 6 donuts,"nonstick cooking spray; 1 cup all-purpose flour (125 g); 1 teaspoon baking powder; 1 pinch salt; ½ cup unsweetened applesauce (130 g); ½ cup almond milk (120 mL), or dairy-free milk of choice; ¼ cup maple syrup (85 g); 2 teaspoons vanilla extract; 1 teaspoon apple cider vinegar; ½ cup powdered sugar (60 g); ⅓ cup cocoa powder (40 g), dairy-free; ½ cup almond milk (120 mL), dairy-free milk of choice, as needed; vegan sprinkle, optional","Calories 186
Fat 1g
Carbs 41g
Fiber 2g
Sugar 19g
Protein 3g",https://tasty.co/recipe/dairy-free-chocolate-glazed-donuts
Frozen Smoothie Pops,93% WOULD MAKE AGAIN,Under 30 minutes,for 6 servings,"2 cups mixed berries (200 g), fresh or frozen; 1 banana; ¼ cup yogurt (60 g); 1 cup milk (240 mL); 6 small paper cups; 6 popsicle sticks","Calories 104
Fat 1g
Carbs 19g
Fiber 27g
Sugar 13g
Protein 2g",https://tasty.co/recipe/frozen-smoothie-pops
Get Your Greens Kale Smoothie,92% WOULD MAKE AGAIN,,for 1 serving,"1 banana; 1 cup frozen pineapple (245 g); 1 cup frozen peach (225 g); 1 cup unsweetened almond milk (240 mL); 3 cups kale (200 g), chopped",,https://tasty.co/recipe/get-your-greens-kale-smoothie
Sourdough Bread For Beginners,92% WOULD MAKE AGAIN,"Total Time
18 hr
Prep Time
20 minutes
Cook Time
1 hr 30 min",for 1 loaf,"1 ⅔ cups warm water (400 g), plus 1 tablespoon, divided, plus more for dipping; ½ cup Tasty's mature active (100 g); 3 cups bread flour (400 g), or all-purpose flour, plus more for dusting; ⅔ cup whole wheat flour (100 g), or all-purpose flour; 1 tablespoon kosher salt, plus ¼ teaspoon; food scale, or measuring cups; bench scraper; proofing basket, or medium bowl lined with cotton towel; dutcch oven, or cast iron pan or combo cooker or loaf pan; sharp paring knife of bread lame",,https://tasty.co/recipe/sourdough-bread-for-beginners
Tofu & Vegetable Skewers,91% WOULD MAKE AGAIN,,for 4 skewers,"½ cup water (120 mL); ¼ cup maple syrup (55 g); 3 tablespoons soy sauce; 2 tablespoons BBQ sauce; 1 tablespoon oil; 1 tablespoon garlic powder; 1 tablespoon sriracha; 1 teaspoon black pepper; 15 oz firm tofu (425 g), or extra firm tofu; pepper; onion; zucchini; 4 wooden skewers","Calories 160
Fat 6g
Carbs 17g
Fiber 1g
Sugar 13g
Protein 11g",https://tasty.co/recipe/tofu-vegetable-skewers
Oat Milk,84% WOULD MAKE AGAIN,,for 3 servings,"1 cup rolled oats (100 g); salt, to taste; 1 teaspoon vanilla extract, optional; 2 dates, pitted, optional; 4 cups water (1 L)","Calories 193
Fat 3g
Carbs 34g
Fiber 4g
Sugar 2g
Protein 6g",https://tasty.co/recipe/oat-milk
Thai Tofu Collard Wraps,87% WOULD MAKE AGAIN,Under 30 minutes,for 6 servings,"6 leaves collard green; 2 tablespoons light soy sauce; 1 teaspoon garlic powder; ½ teaspoon red pepper flakes; 16 oz extra firm tofu (455 g), 1 package, cut into 1/2x2-inch (1x5-cm) strips; 1 tablespoon sesame oil; 1 medium cucumber, peeled and julienned; 1 medium carrot, shredded; 2 tablespoons fresh thai basil; 2 tablespoons fresh mint; 2 scallions, thinly sliced; ½ cup unsweetened natural peanut butter (120 g); 1 tablespoon sriracha; 4 teaspoons toasted sesame oil; 1 tablespoon honey; 2 tablespoons lime juice; 1 tablespoon water; kosher salt, to taste","Calories 276
Fat 21g
Carbs 12g
Fiber 3g
Sugar 6g
Protein 14g",https://tasty.co/recipe/thai-tofu-collard-wraps
Vegan Snowflake Sugar Cookies,90% WOULD MAKE AGAIN,,for 12 servings,"½ cup organic sugar (100 g); ¾ cup refined coconut oil (150 g), solid but not cold; 1 ½ teaspoons vanilla extract; ½ teaspoon kosher salt; 2 cups all-purpose flour (250 g), plus more for dusting; ½ teaspoon baking powder; 5 tablespoons unsweetened non-dairy milk; 3 cups organic powdered sugar (360 g); ¼ teaspoon vanilla extract; 4 tablespoons water; blue gel food coloring; sprinkles, of your choice, for decorating","Calories 367
Fat 13g
Carbs 59g
Fiber 0g
Sugar 40g
Protein 2g",https://tasty.co/recipe/vegan-snowflake-sugar-cookies
Crunchy Chili Chickpeas,89% WOULD MAKE AGAIN,,for 4 servings,"nonstick cooking spray, for greasing; 15 oz chickpeas (425 g), 1 can; 1 tablespoon olive oil; ¼ teaspoon chili powder; ¼ teaspoon garlic powder; ¼ teaspoon kosher salt","Calories 181
Fat 3g
Carbs 28g
Fiber 8g
Sugar 5g
Protein 9g",https://tasty.co/recipe/crunchy-chili-chickpeas
Veggie Spring Rolls With Peanut Sauce,94% WOULD MAKE AGAIN,Under 30 minutes,for 8 servings,"warm water; 8 rice paper wrappers; 1 cup white mushroom (75 g), sliced; 2 medium carrots, sliced; ½ english cucumber, sliced; 1 cup red cabbage (100 g), sliced; ½ yellow bell pepper, sliced; ¼ cup natural peanut butter (60 g); ½ teaspoon ginger, minced, optional; 2 tablespoons sesame oil; 2 tablespoons rice wine vinegar; 1 tablespoon soy sauce; 2 teaspoons maple syrup; 1 pinch red pepper flakes","Calories 121
Fat 5g
Carbs 17g
Fiber 2g
Sugar 5g
Protein 2g",https://tasty.co/recipe/veggie-spring-rolls-with-peanut-sauce
Nutrient-Packed Colorful Super Salad,95% WOULD MAKE AGAIN,Under 30 minutes,for 6 servings,"3 tablespoons wole grain mustard; 2 tablespoons organic maple syrup; 1 tablespoon fresh ginger, grated; 4 cloves garlic, grated; 1 tablespoon sesame seed, toasted; ¼ teaspoon cayenne pepper; ¼ cup apple cider vinegar (60 mL); ¼ cup lemon juice (60 mL); ⅓ cup extra virgin olive oil (80 mL); kosher salt, to taste; black pepper, to taste; 2 cups lacinato kale (135 g), thinly sliced; 2 large carrots, peeled and grated; 2 cups broccoli floret (300 g); 2 cups red cabbage (200 g), thinly sliced; 1 red bell pepper, seeded and thinly sliced; 1 avocado, peeled and cubed; 1 cup walnut (100 g), chopped; ½ cup fresh parlsey (20 g), chopped","Calories 345
Fat 22g
Carbs 30g
Fiber 10g
Sugar 9g
Protein 10g",https://tasty.co/recipe/nutrient-packed-colorful-super-salad
Vegetarian Black Bean And Sweet Potato Tacos,98% WOULD MAKE AGAIN,,for 2 tacos,"¼ cup sweet potato (40 g), diced; 1 teaspoon olive oil; 1 teaspoon kosher salt; ¼ teaspoon ground black pepper; 2 corn tortillas; ¼ cup black beans (40 g), 1 can, drained and rinsed; ¼ cup pico de gallo (45 g), see recipe; ¼ avocado, diced; 2 tablespoons fresh cilantro, chopped","Calories 131
Fat 4g
Carbs 22g
Fiber 4g
Sugar 3g
Protein 2g",https://tasty.co/recipe/vegetarian-black-bean-and-sweet-potato-tacos
Cookie Dough Bars,88% WOULD MAKE AGAIN,Under 30 minutes,for 20 bars,"2 cups almond flour (200 g); 3 tablespoons coconut flour; ¼ cup coconut sugar (35 g); 3 tablespoons coconut oil, melted; ¾ cup nut butter (180 g), creamy; ¼ cup dark chocolate chunk (40 g); 1 cup dark chocolate chip (175 g); 2 tablespoons coconut oil, melted; sea salt, for topping","Calories 224
Fat 18g
Carbs 14g
Fiber 3g
Sugar 9g
Protein 5g",https://tasty.co/recipe/cookie-dough-crack-bars
Banana Berry Nice Cream,92% WOULD MAKE AGAIN,,for 4 servings,3 bananas; ½ cup frozen mixed berry (75 g); 1 teaspoon vanilla extract; ½ cup almond milk (120 mL),"Calories 116
Fat 0g
Carbs 28g
Fiber 3g
Sugar 14g
Protein 1g",https://tasty.co/recipe/banana-berry-nice-cream
Roasted Veggies With Spinach Pesto Orzo,91% WOULD MAKE AGAIN,,for 6 servings,"12 oz broccolini (350 g), cut into 1-inch pieces; 12 oz yellow squash (340 g), seeded and cut into ½-inch-wide half-moons; 12 oz red onion, cut into ½-inch-wide slices; ½ cup extra virgin olive oil (120 mL), plus 2 tablespoons, divided; kosher salt, to taste; freshly ground black pepper, to taste; 6 oz baby spinach (170 g); ¼ cup raw walnuts (30 g); 1 tablespoon lemon zest; 3 cloves garlic; 1 tablespoon fresh lemon juice; ½ tablespoon red pepper flakes; 1 ½ cups uncooked orzo pasta (150 g)","Calories 890
Fat 10g
Carbs 191g
Fiber 26g
Sugar 72g
Protein 21g",https://tasty.co/recipe/roasted-veggies-with-spinach-pesto-orzo
Southwestern Salad,95% WOULD MAKE AGAIN,Under 30 minutes,for 1 serving,"½ avocado; 1 lime, juiced; 2 cloves garlic; ½ teaspoon salt; ½ cup water (120 mL); ½ green bell pepper, chopped; ½ cup corn (85 g); ½ cup cherry tomato (100 g), halved; ¼ cup quinoa (40 g), cooked; ½ cup black beans (85 g); 1 cup spinach (40 g)","Calories 442
Fat 15g
Carbs 69g
Fiber 17g
Sugar 7g
Protein 15g",https://tasty.co/recipe/southwestern-salad
Chocolate Chip Chickpea Cookie Dough,54% WOULD MAKE AGAIN,Under 30 minutes,for 4 servings,"1 can chickpeas, drained (liquid reserved) and rinsed; ¼ cup peanut butter (60 g); 2 tablespoons honey; 2 teaspoons vanilla; ½ teaspoon salt; ¼ cup chickpea water (60 mL); ½ cup chocolate chips (85 g)","Calories 310
Fat 11g
Carbs 47g
Fiber 9g
Sugar 23g
Protein 11g",https://tasty.co/recipe/chocolate-chip-chickpea-cookie-dough
Mango Salsa,97% WOULD MAKE AGAIN,,for 2 servings,"1 ½ cups mango (225 g), diced; ½ cup red bell pepper (50 g), finely diced; ½ cup green bell pepper (50 g), finely diced; ½ cup red onion (75 g), finely; ¼ cup fresh cilantro (10 g), chopped; 2 tablespoons lemon juice; salt, to taste; pepper, to taste","Calories 119
Fat 0g
Carbs 29g
Fiber 4g
Sugar 20g
Protein 2g",https://tasty.co/recipe/mango-salsa
Melon Berry Fruit Salad,96% WOULD MAKE AGAIN,,for 4 servings,"12 oz strawberry (340 g), quartered; 12 oz raspberry (340 g); 12 oz blueberry (340 g); 8 oz blackberry (225 g); 3 cups watermelon (455 g), cubed; 3 tablespoons lime juice; 1 tablespoon maple syrup","Calories 220
Fat 1g
Carbs 54g
Fiber 12g
Sugar 35g
Protein 3g",https://tasty.co/recipe/melon-berry-fruit-salad
Dairy-Free Green Bean Casserole,96% WOULD MAKE AGAIN,,for 6 servings,"4 cups green beans (1.4 kg), trimmed and halved crosswise; 2 tablespoons olive oil, plus more for drizzling; ½ medium yellow onion, diced; 12 oz mushroom (340 g), chopped; 2 cloves garlic, minced; 1 tablespoon soy sauce; 3 tablespoons all-purpose flour; salt, to taste; pepper, to taste; 2 cups non-dairy milk (480 mL); 1 ¼ cups fried onion (180 g), divided","Calories 253
Fat 14g
Carbs 27g
Fiber 4g
Sugar 6g
Protein 8g",https://tasty.co/recipe/dairy-free-green-bean-casserole
Tabbouleh,91% WOULD MAKE AGAIN,,for 4 servings,"3 bunches fresh parsley; 2 medium tomatoes; 1 teaspoon salt; ½ cup fresh lemon juice (120 mL), plus 2 tbsp, divided; ½ cup fine grain bulgur (100 g), or medium grain, rinsed and drained; 1 cup water (240 mL); 1 english cucumber, diced; 2 scallions, thinly sliced; ½ cup olive oil (120 mL); ½ teaspoon salt; ½ teaspoon pepper; 2 tablespoons fresh mint leaf, thinly sliced","Calories 154
Fat 7g
Carbs 19g
Fiber 3g
Sugar 2g
Protein 3g",https://tasty.co/recipe/tabbouleh
Mushroom And Kale Burritos,95% WOULD MAKE AGAIN,,for 2 servings,"olive oil, to taste; 10 oz cremini mushroom (285 g), sliced; 2 cloves garlic, minced, divided; ½ teaspoon smoked paprika; 2 tablespoons low sodium soy sauce, divided; ¼ teaspoon liquid smoke; kosher salt, to taste; pepper, to taste; ½ medium yellow onion, sliced; 5 cups curly kale (500 g), chopped; ¼ cup low sodium vegetable broth (60 mL); red pepper flake, to taste; 1 cup brown rice (230 g), cooked; 2 large flour tortillas","Calories 597
Fat 10g
Carbs 105g
Fiber 14g
Sugar 7g
Protein 28g",https://tasty.co/recipe/mushroom-and-kale-burritos
Cold Brew With Sweet And Salty Foam,90% WOULD MAKE AGAIN,"Total Time
12 hr 25 min
Prep Time
5 minutes
Cook Time
20 minutes",for 4 servings,"6 cups water (1.4 L), plus more as needed; 2 cups coffee grounds (220 g); ½ cup granulated sugar (100 g); ¼ cup water (60 mL), plus 2 tablespoons, divided; ½ cup whole milk (120 mL); ½ cup heavy cream (120 mL); 2 tablespoons granulated sugar; ¼ teaspoon salt; ice, for serving","Calories 192
Fat 11g
Carbs 24g
Fiber 0g
Sugar 24g
Protein 1g",https://tasty.co/recipe/cold-brew-with-sweet-and-salty-foam
Gardenscape Focaccia,91% WOULD MAKE AGAIN,"Total Time
14 hr 57 min
Prep Time
20 minutes
Cook Time
37 minutes",for 12 servings,"⅔ cup warm water (160 mL); 1 tablespoon active dry yeast; 1 tablespoon honey; 2 ½ cups bread flour (310 g), divided; 1 ¾ cups room temperature water; 9 tablespoons olive oil, divided, plus more to taste; 3 cups all purpose flour (375 g), plus more for dusting; 1 tablespoon kosher salt; 3 sprigs fresh dill; 3 sprigs fresh rosemary; 2 edible flowers; 5 spears asparagus, woody ends trimmed and shaved; 4 white mushrooms, cut into 1/3 in (8 mm) slices; 3 cherry tomatoes, of varying colors, halved; 2 tablespoons kalamata olive, halved; 1 tablespoon fresno chilie, thinly sliced; 1 watermelon radish, thinly sliced; 6 fresh chives; 1 radish, thinly sliced; flaky sea salt, to taste; olive oil, to taste","Calories 260
Fat 4g
Carbs 47g
Fiber 2g
Sugar 1g
Protein 7g",https://tasty.co/recipe/gardenscape-focaccia
Cauliflower Steaks,94% WOULD MAKE AGAIN,Under 30 minutes,for 4 servings,"1 large head cauliflower; 4 tablespoons olive oil; 2 tablespoons lemon juice; 1 teaspoon dried basil; 1 teaspoon dried oregano; 1 teaspoon fresh thyme; 1 teaspoon dried rosemary; 1 teaspoon onion powder; 2 cloves garlic, minced; salt, to taste; pepper, to taste","Calories 100
Fat 4g
Carbs 14g
Fiber 6g
Sugar 6g
Protein 5g",https://tasty.co/recipe/cauliflower-steaks
Vegan Grilled Cheese,83% WOULD MAKE AGAIN,Under 30 minutes,for 4 servings,"½ cup cashews (65 g); 1 medium carrot, sliced; 3 tablespoons nutritional yeast; 2 tablespoons tapioca starch; 1 teaspoon lemon juice; 1 teaspoon salt; ¼ teaspoon garlic powder; ⅛ teaspoon turmeric; vegan butter, to taste; 8 slices white bread","Calories 123
Fat 5g
Carbs 15g
Fiber 1g
Sugar 2g
Protein 4g",https://tasty.co/recipe/vegan-grilled-cheese
“Cheesy” Scalloped Potatoes,92% WOULD MAKE AGAIN,1 hr 20 min,for 6 servings,"4 medium yukon gold potatoes, peeled; 2 tablespoons vegan butter; 2 garlics, minced; 2 tablespoons all-purpose flour; 2 cups non-dairy milk (480 mL); 1 ½ cups low sodium vegetable broth (360 mL); 1 teaspoon salt; ½ teaspoon pepper; ⅓ cup nutritional yeast (20 g); ½ medium yellow onion, sliced into rings; fresh parsley, chopped, to garnish","Calories 164
Fat 5g
Carbs 25g
Fiber 2g
Sugar 2g
Protein 4g",https://tasty.co/recipe/cheesy-scalloped-potatoes
Browned “Butter” Chocolate Chip Cookies,85% WOULD MAKE AGAIN,"Total Time
1 hr 5 min
Prep Time
10 minutes
Cook Time
25 minutes",for 8 cookies,"3 oz chopped pecans, finely chopped; ¾ cup refined coconut oil, melted; ¾ cup dark brown sugar; ½ cup granulated sugar; ¼ cup unsweetened non-dairy milk, of choice; 1 teaspoon vanilla extract; 1 ½ cups all-purpose flour; ½ teaspoon baking soda; 1 ½ teaspoons kosher salt; 3.5 oz dark chocolate, chopped; ½ cup semisweet chocolate chunks","Calories 443
Fat 27g
Carbs 49g
Fiber 2g
Sugar 33g
Protein 2g",https://tasty.co/recipe/browned-butter-chocolate-chip-cookies
Vegan Chocolate Cupcakes With Chocolate Frosting,94% WOULD MAKE AGAIN,,for 12 cupcakes,"1 cup organic granulated sugar (200 g); ¼ cup refined coconut oil (50 g), solid; ½ cup unsweetened cocoa powder (60 g); 1 ¾ cups all-purpose flour (220 g); 1 teaspoon baking soda; 1 teaspoon baking powder; ½ teaspoon salt; 2 teaspoons vanilla extract; 1 cup unsweetened almond milk (240 mL); ½ cup vegan chocolate chips (85 g); 1 cup vegan butter (230 g), 2 sticks; ½ cup unsweetened cocoa powder (60 g); 2 cups organic powdered sugar (240 g); 1 teaspoon vanilla extract; rainbow sprinkle, for decorating","Calories 435
Fat 25g
Carbs 52g
Fiber 3g
Sugar 37g
Protein 3g",https://tasty.co/recipe/vegan-chocolate-cupcakes-with-chocolate-frosting
Easy Sheet Pan Southwestern Dinner,98% WOULD MAKE AGAIN,,for 4 servings,"1 zucchini, small, cut into strips; 1 green bell pepper, cut into strips; yellow bell pepper, cut into strips; portobello mushroom, caps cut into strips; ½ cup grape tomatoes (100 g), halved; ½ cup corn (85 g), thawed if using frozen; 1 medium yellow onion, cut into wedges; 15 oz black beans (425 g), 1 can, rinsed and drained; 3 cloves garlic, minced, plus 3 cloves, halved; 1 ½ teaspoons cumin; ½ teaspoon dried oregano; 1 teaspoon garlic powder; 1 ½ teaspoons smoked paprika; 1 teaspoon onion powder; 1 teaspoon chili powder; ¼ teaspoon cayenne pepper; salt, to taste; 4 tablespoons olive oil, divided; 3 red bell peppers, halved and seeded; 1 avocado, diced; 3 tablespoons lemon juice; pepper, to taste; ¼ teaspoon red pepper flakes; 3 tablespoons fresh cilantro, chopped; corn tortilla; 1 jalapeño, sliced (optional); lime, cut into wedges, for ganish","Calories 300
Fat 10g
Carbs 46g
Fiber 15g
Sugar 10g
Protein 11g",https://tasty.co/recipe/easy-sheet-pan-southwestern-dinner
BBQ Jackfruit Sliders,95% WOULD MAKE AGAIN,,for 12 servings,"2 tablespoons olive oil; 1 small yellow onion, sliced; 4 cloves garlic, minced; 1 ¼ teaspoons salt; 1 ½ teaspoons pepper; 20 oz young green jackfruit (565 g), 3 cans, in brine or water; 1 ½ teaspoons chili powder; 1 ½ teaspoons paprika; 1 ½ teaspoons cumin; 1 ½ teaspoons liquid smoke; 1 ½ cups vegetable broth (360 mL); 1 ¼ cups barbecue sauce (325 g); 3 cups green cabbage (300 g), chopped; 3 cups red cabbage (300 g), chopped; 1 cup carrot (110 g), shredded; ¾ cup vegan mayonnaise (195 g); 1 tablespoon dijon mustard; 2 tablespoons apple cider vinegar; ½ teaspoon salt; ¼ teaspoon pepper; 12 slider buns, or dinner rolls","Calories 325
Fat 11g
Carbs 49g
Fiber 4g
Sugar 15g
Protein 6g",https://tasty.co/recipe/bbq-jackfruit-sliders
