,likes,time,servings,ingredients,nutritions,link
Vegan Spotted Dick & Custard,62% WOULD MAKE AGAIN,,for 6 servings,"½ lb self raising flour (225 g); ½ teaspoon baking powder; 1 cup vegan butter (125 g), frozen then grated; ¼ cup caster sugar (75 g); 1 cup currants (120 g); ½ orange, zest; ½ lemon, zest; ½ cup coconut milk (190 mL); vegan butter, for greasing; 2 ½ tablespoons corn flour; ⅛ teaspoon turmeric; 4 tablespoons water; ½ cup caster sugar (100 g); 2 cups coconut milk (400 mL); ½ cup vegan double cream (150 mL); 2 tablespoons vanilla extract","Calories 865
Fat 59g
Carbs 77g
Fiber 5g
Sugar 44g
Protein 7g",https://tasty.co/recipe/vegan-spotted-dick-custard
Chocolate Cake Graveyard,78% WOULD MAKE AGAIN,Under 30 minutes,for 5 servings,"5 oval-shaped chocolate-filled sandwich cookies; 1 tube black gel icing; 1 chocolate iced sheet cake, 9 x 13 (22x33 cm); 1 ½ cups chocolate sandwich cookies (165 g), crumbs; ¼ cup coconut flakes (25 g), green-dyed; decorative plastic spider, optional; decorative plastic shovel, optional",,https://tasty.co/recipe/chocolate-cake-graveyard
BBQ Fusilli Pasta Chips,68% WOULD MAKE AGAIN,"Total Time
30 minutes
Prep Time
15 minutes
Cook Time
15 minutes",for 4 servings,"1 ½ teaspoons smoked paprika; 1 teaspoon chili powder; 1 teaspoon garlic powder; 1 teaspoon onion powder; 1 teaspoon kosher salt; ¼ teaspoon black pepper; 1 tablespoon brown sugar; 1 tablespoon avocado, or canola oil; 1 ½ cups dried fusilli pasta (300 g), cooked according to package instructions and drained, still warm; french onion dip, for serving","Calories 79
Fat 0g
Carbs 16g
Fiber 0g
Sugar 2g
Protein 2g",https://tasty.co/recipe/bbq-fusilli-pasta-chips
Crème Brûlée Cocktail,85% WOULD MAKE AGAIN,10 minutes,for 2 servings,"6 tablespoons aquafaba, (canned chickpea liquid), divided; 2 tablespoons granulated sugar; 1 cup ice (140 g), plus 1 ice cube, divided; 1 oz irish cream (30 g), such as Baileys; 3 oz vanilla vodka (90 mL); 1 oz hazelnut liqueur (30 mL), such as Frangelico; 1 oz white chocolate liqueur (30 mL); ½ teaspoon vanilla extract; 2 teaspoons turbinado sugar, divded; small culinary blow torch; cocktail shaker","Calories 299
Fat 7g
Carbs 25g
Fiber 4g
Sugar 18g
Protein 1g",https://tasty.co/recipe/creme-brulee-cocktail
Cancer Tea Blend,92% WOULD MAKE AGAIN,,for 24 servings,"½ cup dried chamomile flowers (5 g); ¼ cup dried lemon (30 g), diced; ¼ cup dried strawberry (30 g), chopped; 1 teaspoon dried basil","Calories 1
Fat 0g
Carbs 0g
Fiber 0g
Sugar 0g
Protein 0g",https://tasty.co/recipe/cancer-tea-blend
Stove-Top Cinnamon Apples,85% WOULD MAKE AGAIN,Under 30 minutes,for 6 servings,"2 lb apple (1 kg), (Golden / Ginger gold / Canada / Boskoop / Fuji); ½ cup water (100 mL); ½ teaspoon lemon juice; ½ teaspoon ginger, peeled and grated; 1 teaspoon cinnamon; ½ teaspoon pepper; 1 teaspoon raw honey","Calories 81
Fat 0g
Carbs 21g
Fiber 3g
Sugar 15g
Protein 0g",https://tasty.co/recipe/stove-top-cinnamon-apples
Pistachio Milk,77% WOULD MAKE AGAIN,Under 30 minutes,for 4 servings,1 tablespoon vanilla extract; 3 tablespoons honey; 1 pinch salt; 4 cups water (1 L),"Calories 45
Fat 0g
Carbs 9g
Fiber 0g
Sugar 9g
Protein 0g",https://tasty.co/recipe/pistachio-milk
Yaki Tomorokoshi (Japan),85% WOULD MAKE AGAIN,Under 30 minutes,for 3 servings,"3 ears corn, shucked; 1 tablespoon canola oil; 3 tablespoons soy sauce; 1 tablespoon sugar","Calories 146
Fat 2g
Carbs 30g
Fiber 3g
Sugar 8g
Protein 5g",https://tasty.co/recipe/yaki-tomorokoshi-japan
Veggie Hummus Trio,85% WOULD MAKE AGAIN,Under 30 minutes,for 10 servings,"24 oz hummus (675 g), divided; 1 small avocado, sliced; 3 oz red pepper (85 g), roasted; ½ cup beet (100 g), canned; pita chip, for serving","Calories 142
Fat 8g
Carbs 12g
Fiber 5g
Sugar 1g
Protein 5g",https://tasty.co/recipe/veggie-hummus-trio
Banana Raspberry Smoothie Bowl,87% WOULD MAKE AGAIN,,for 1 serving,"1 cup frozen raspberry (150 g); 1 cup frozen banana (150 g); ½ cup frozen strawberry (75 g); ½ cup milk (120 mL); chia seed, frozen fruit,shredded coconut etc.","Calories 332
Fat 5g
Carbs 70g
Fiber 16g
Sugar 37g
Protein 7g",https://tasty.co/recipe/banana-raspberry-smoothie-bowl
Watermelon Slushy,78% WOULD MAKE AGAIN,,for 3 servings,"5 cups frozen watermelon (750 g); 2 cups water (480 mL); ¼ teaspoon black pepper; 1 pinch salt, optional; 1 pinch dry ginger powder, optional","Calories 173
Fat 1g
Carbs 41g
Fiber 3g
Sugar 24g
Protein 3g",https://tasty.co/recipe/watermelon-slushy
Yaki Stir-Fried Udon Noodles (Vegan),87% WOULD MAKE AGAIN,Under 30 minutes,for 4 servings,"2 tablespoons cooking oil; 3 cups pre-cooked udon noodles (600 g); 3 cups cabbage (320 g), sliced; 1 cup carrot (110 g), sliced; 10 shiitake mushrooms; ½ cup brown onion (60 g), sliced; 2 cloves garlic, minced; 3 tablespoons light soy sauce; 2 tablespoons dark soy sauce; 2 tablespoons vegan oyster sauce; 4 tablespoons black vinegar; 2 tablespoons mirin; 2 teaspoons sesame oil; ¼ teaspoon ground white pepper; 4 tablespoons mushroom-soaking water; mixed black and white sesame seed; shredded nori; spring onion",,https://tasty.co/recipe/yaki-stir-fried-udon-noodles-vegan
Vegan Spinach And Artichoke Dip,82% WOULD MAKE AGAIN,Under 30 minutes,for 8 servings,"2 tablespoons oil; 3 cloves garlic, minced; ⅔ cup fresh baby spinach (25 g); 14 oz soft tofu (395 g), 1 package, drained; ½ cup nutritional yeast (85 g); 1 lemon, juiced; 3 teaspoons onion powder; 1 teaspoon dried basil; 1 ½ teaspoons salt; ½ teaspoon pepper; 14 oz artichoke heart (395 g), drained","Calories 114
Fat 6g
Carbs 9g
Fiber 3g
Sugar 1g
Protein 6g",https://tasty.co/recipe/vegan-spinach-and-artichoke-dip
Sweet Potato Lentil Curry,100% WOULD MAKE AGAIN,Under 30 minutes,for 4 servings,"1 tablespoon cooking oil; 1 onion, chopped; 1 sweet potato, chopped; ½ apple, chopped; 1 carrot, chopped; garlic, chopped, to taste; 1 cup lentils (170 g); 1 can tomato, diced; 3 cups vegetable broth (720 g); 2 tablespoons curry powder; 1 bay leaf; 1 cinnamon stick; salt, to taste; pepper, to taste","Calories 313
Fat 5g
Carbs 56g
Fiber 10g
Sugar 12g
Protein 13g",https://tasty.co/recipe/sweet-potato-lentil-curry
Garlic Parmesan Grilled Veggies,92% WOULD MAKE AGAIN,"Total Time
20 minutes
Prep Time
5 minutes
Cook Time
15 minutes",for 4 servings,"2 large idaho potatoes, peeled; 8 oz green beans (225 g), trimmed; kosher salt, to taste; freshly ground black pepper, to taste; 2 tablespoons garlic parmesan seasoning; 2 tablespoons olive oil; lemon juice, for serving","Calories 160
Fat 2g
Carbs 31g
Fiber 4g
Sugar 3g
Protein 4g",https://tasty.co/recipe/garlic-parmesan-grilled-veggies
Herb Stem Pesto,89% WOULD MAKE AGAIN,Under 30 minutes,for 8 servings,"4 large carrots, tops and stems removed; 1 cup mixed herbs (40 g), stems; 1 cup fresh basil (40 g); ⅓ cup olive oil (80 g); ½ cup walnut (50 g); ½ cup vegan parmesan cheese (55 g); 1 clove garlic; ¼ teaspoon salt; ½ lemon, juiced","Calories 129
Fat 10g
Carbs 8g
Fiber 1g
Sugar 2g
Protein 1g",https://tasty.co/recipe/herb-stem-pesto
Chaklis,85% WOULD MAKE AGAIN,"Total Time
1 hr 15 min
Prep Time
10 minutes
Cook Time
35 minutes",for 4 servings,"1 cup rice flour (125 g), toasted; ½ cup toasted gram flour (65 g); 1 teaspoon whole cumin seeds; 2 tablespoons white sesame seeds; 2 teaspoons red chili powder; ½ teaspoon ajwain; ½ teaspoon asafoetida; 1 ½ teaspoons kosher salt; ¼ cup water (60 mL), plus more as needed; ¼ cup ghee (55 g), or clarified butter; safflower oil, for frying; chakli maker","Calories 458
Fat 28g
Carbs 42g
Fiber 4g
Sugar 2g
Protein 7g",https://tasty.co/recipe/chaklis
Jasmine’s Snack Board,97% WOULD MAKE AGAIN,"Total Time
1 hr
Prep Time
20 minutes
Cook Time
20 minutes",for 4 servings,"2 cups canola oil (480 mL), for frying; 1 box prawn-flavored chips; 2 tablespoons canola oil; ½ can Spam®, halved lengthwise; 2 tablespoons water; 2 tablespoons soy sauce; 2 tablespoons sugar, plus 2 teaspoons, divided; ½ teaspoon kosher salt; 2 tablespoons rice vinegar; 1 ⅓ cups sushi rice (265 g), cooked; 4 strips nori, 2 in ( 5 cm); canola oil, for greasing; 2 cups sushi rice (400 g), cooked, seasoned with 2 tablespoons of rice vinegar; 8 pieces imitation crab; 1 avocado, thinly sliced; 1 small cucumber, cut into machsticks; 4 sheets sushi-grade nori, 8½ x 7½; 1 package pan-fried dumplings, 24 ounce (700 G); 2 cups garlic edamame (320 g); 4 scallion pancakes, cut into triangles; 1 large red dragon fruit, peeled and diced; 4 pineapple cakes; 4 probiotic yogurt drinks; 8 pieces assorted mochi; 1 loaf mujigae-tteok loaf, sliced; 2 strawberry flavored Hello Panda cookies, 9 ounce (260 grams); 4 choco pies; 1 cara cara orange, large, sliced; 2 Mandarin orange slices; 1 large asian pear, sliced",,https://tasty.co/recipe/jasmines-snack-board
Mango Dragonfruit Lemonade Refresher Blended,97% WOULD MAKE AGAIN,10 minutes,for 1 serving,"2 tablespoons green tea; ¼ cup lemonade (60 mL); ¼ cup white grape juice (60 mL); ½ cup fresh strawberry (75 g), sliced; ¼ cup frozen mango (35 g); ½ teaspoon dragonfruit powder; 1 tablespoon simple syrup; 1 ½ cups ice (210 g); whipped cream, for topping","Calories 150
Fat 0g
Carbs 34g
Fiber 2g
Sugar 22g
Protein 3g",https://tasty.co/recipe/mango-dragonfruit-lemonade-refresher-blended
Cherry Vanilla Soda,88% WOULD MAKE AGAIN,,for 10 servings,"1 cup frozen cherry (225 g), thawed, plus more for garnish; ½ cup simple syrup (120 mL); 2 teaspoons vanilla extract; seltzer water, for serving","Calories 40
Fat 0g
Carbs 9g
Fiber 0g
Sugar 9g
Protein 0g",https://tasty.co/recipe/cherry-vanilla-soda
Mason Jar Simple Tomato Sauce,87% WOULD MAKE AGAIN,Under 30 minutes,for 6 servings,"6 oz tomato paste (170 g); 2 tablespoons garlic, minced; salt, to taste; pepper, to taste; 1 tablespoon dried basil; 1 tablespoon dried oregano; 1 tablespoon dried parsley; 1 cup crushed tomato (200 g)","Calories 39
Fat 0g
Carbs 9g
Fiber 2g
Sugar 4g
Protein 2g",https://tasty.co/recipe/mason-jar-simple-tomato-sauce
Avocado Rose Toast (Leo),94% WOULD MAKE AGAIN,,for 1 serving,½ avocado; 1 slice multigrain toast; 1 tablespoon pomegranate seeds,"Calories 142
Fat 11g
Carbs 9g
Fiber 5g
Sugar 1g
Protein 2g",https://tasty.co/recipe/avocado-rose-toast-leo
Fried Zucchini Blossoms,84% WOULD MAKE AGAIN,"Total Time
20 minutes
Prep Time
10 minutes
Cook Time
10 minutes",for 4 servings,"2 cups canola oil (480 mL), for frying; 24 zucchini blossoms; 1 ½ cups all purpose flour (190 g); 1 teaspoon kosher salt, plus more to taste; 1 ¾ cups cold water (420 mL); Sauce, of your choice, for dipping","Calories 390
Fat 16g
Carbs 55g
Fiber 11g
Sugar 17g
Protein 15g",https://tasty.co/recipe/fried-zucchini-blossoms
Vegan Margherita Pizza,67% WOULD MAKE AGAIN,,for 4 servings,"½ cup raw unsalted cashew (65 g); 2 tablespoons nutritional yeast; 2 tablespoons tapioca starch; 1 teaspoon lemon juice; ¼ teaspoon garlic powder; 1 teaspoon kosher salt; 1 lb pizza dough (455 g); ⅓ cup marinara sauce (85 g); fresh basil leaf, for garnish","Calories 379
Fat 10g
Carbs 60g
Fiber 3g
Sugar 3g
Protein 10g",https://tasty.co/recipe/vegan-margherita-pizza
Raspberry Tahini Pops,77% WOULD MAKE AGAIN,"Total Time
2 hr 15 min
Prep Time
10 minutes
Cook Time
5 minutes",for 6 servings,"3 cups fresh raspberries (375 g); 4 tablespoons tahini; 2 tablespoons honey; ½ cup full-fat coconut milk (120 mL); 2 tablespoons coconut oil, melted; ½ orange, zested; ¼ cup dark chocolate (40 g), chopped; ½ tablespoon coconut oil, refined","Calories 187
Fat 14g
Carbs 14g
Fiber 2g
Sugar 10g
Protein 2g",https://tasty.co/recipe/raspberry-tahini-pops
Chocolate Bar Cookie Pie,85% WOULD MAKE AGAIN,,for 8 servings,"nonstick cooking spray, for greasing; 1 cup unsalted butter; 1 standard-sized ice cube, about 2 tablespoons frozen water; 2 cups all-purpose flour; ¾ teaspoon baking soda; 1 teaspoon kosher salt; 2 large eggs; ¾ cup granulated sugar; 2 tablespoons vanilla extract; ½ cup dark brown sugar, plus 2 tablespoons; 1 ½ cups chopped Great Value™ Milk Chocolate Cookie & Caramel Bars, divided; 1 cup dark chocolate chips; flaky sea salt; buttercream frosting; Great Value™ Milk Chocolate Cookie & Caramel Bar, chopped; Great Value™ Milk Chocolate Peanut, Caramel & Nougat Bar, chopped; Great Value™ Milk Chocolate Caramel & Nougat Bar, chopped; Great Value™ Milk Chocolate Fluffy Nougat Bar, chopped; Great Value Milk Chocolate Crispy Wafers Bar, chopped","Calories 436
Fat 13g
Carbs 76g
Fiber 2g
Sugar 44g
Protein 7g",https://tasty.co/recipe/chocolate-bar-cookie-pie
Dairy-Free Vanilla Raspberry Swirl Ice Cream Cups,86% WOULD MAKE AGAIN,"Total Time
2 hr 15 min
Prep Time
5 minutes
Cook Time
1 hr 20 min",for 12 servings,"14 oz full-fat coconut milk (415 mL), room temperature; ⅓ cup sugar (65 g); ½ vanilla bean, split lengthwise and seeds scraped; 14 oz coconut cream (415 mL), chilled; 1 tablespoon refined coconut oil, melted; 4 tablespoons raspberry jam; fresh raspberry, for garnish","Calories 208
Fat 18g
Carbs 12g
Fiber 0g
Sugar 24g
Protein 2g",https://tasty.co/recipe/dairy-free-vanilla-raspberry-swirl-ice-cream-cups
Plant-Based Lemon Meringue Pie,73% WOULD MAKE AGAIN,,for 8 servings,"2 ½ cups plain flour (300 g); 150 g vegan butter (150 g), frozen and grated; ¼ cup sugar (30 g); 1 teaspoon salt; ¼ cup ice cold water (75 mL); 6 lemons, juiced; 1 cup cornflour (100 g); 1 ½ cups sugar (300 g); ½ teaspoon ground turmeric; 1 ¼ cups oat milk (300 mL); 1 lemon, zested; 1 teaspoon lemon juice; 1 can aquafaba, (liquid from canned chickpeas); 1 teaspoon vanilla; 1 ½ cups caster sugar (175 g)","Calories 466
Fat 2g
Carbs 103g
Fiber 6g
Sugar 51g
Protein 9g",https://tasty.co/recipe/plant-based-lemon-meringue-pie
Bubbly Popsicle,77% WOULD MAKE AGAIN,Under 30 minutes,for 6 servings,"½ cup strawberry (75 g); ½ cup pineapple (120 g); ½ cup ginger ale (120 mL); 1 lime, cut into wedges; 6 popsicle sticks; 1 bottle champagne, or sparkling wine","Calories 125
Fat 0g
Carbs 9g
Fiber 0g
Sugar 5g
Protein 0g",https://tasty.co/recipe/bubbly-popsicle
Libra Tea Blend,87% WOULD MAKE AGAIN,,for 24 servings,"¼ cup dried hibiscus flowers (5 g); ¼ cup dried tart cherries (30 g); ¼ cup dried orange peel (30 g); ¼ cup dried rosehips (5 g); 2 vanilla beans, sliced","Calories 3
Fat 0g
Carbs 0g
Fiber 0g
Sugar 0g
Protein 0g",https://tasty.co/recipe/libra-tea-blend
Moringa Oatmeal,82% WOULD MAKE AGAIN,,for 1 serving,"2 cups instant oatmeal (200 g), cooked; 1 teaspoon moringa powder; chopped nut; nut butter; banana, sliced; 2 tablespoons cacao nibs; shredded coconut; maple syrup","Calories 1170
Fat 24g
Carbs 204g
Fiber 34g
Sugar 11g
Protein 37g",https://tasty.co/recipe/moringa-oatmeal
Smoky-Sweet Barbecue Sauce,86% WOULD MAKE AGAIN,Under 30 minutes,for 6 (16-ounce) jars,"12 lb tomato (5.4 kg), peeled- (about 5 quarts); 3 cups onion (450 g), finely chopped; 4 cloves garlic, chopped; 1 ½ cups apple cider vinegar (360 mL); ½ cup bourbon (120 mL); 2 cups dark brown sugar (400 g), packed; 1 tablespoon garlic powder; 1 tablespoon mustard powder; 2 tablespoons smoked paprika; 1 teaspoon cayenne pepper; 2 teaspoons chili flakes,; 2 tablespoons salt","Calories 421
Fat 2g
Carbs 87g
Fiber 11g
Sugar 71g
Protein 9g",https://tasty.co/recipe/smoky-sweet-barbecue-sauce
Lettuce Wrap Box,81% WOULD MAKE AGAIN,,for 1 serving,"2 pieces butter lettuce leaves; ½ cup sliced bell peppers (50 g); ½ cup thinly sliced carrots (60 g); ½ cup shelled edamame (75 g); ¼ cup chopped cashews (30 g); 1 orange, peeled and broken into segments; 1 tablespoon Sriracha","Calories 437
Fat 17g
Carbs 57g
Fiber 17g
Sugar 28g
Protein 22g",https://tasty.co/recipe/lettuce-wrap-box
Cashew Yogurt,77% WOULD MAKE AGAIN,"Total Time
18 hr 10 min
Prep Time
3 hr
Cook Time
10 minutes",for 4 servings,"1 ½ cups raw cashews (195 g); 2 cups hot water (480 mL); ¾ cup cold filtered water (180 mL); 2 teaspoons lemon juice; ⅛ teaspoon kosher salt; 2 vegan probiotic capsules, minimum 50 billion CFUs","Calories 131
Fat 10g
Carbs 7g
Fiber 0g
Sugar 1g
Protein 4g",https://tasty.co/recipe/cashew-yogurt
Over The Rainbow Cocktail,71% WOULD MAKE AGAIN,10 minutes,for 1 cocktail,"½ cup aquafaba (120 mL), canned chickpea liquid; ¾ teaspoon xanthan gum; ½ teaspoon lemon juice; ½ cup powdered sugar (55 g); ½ oz grenadine (15 mL); ½ oz coconut-flavored rum (15 mL); ¾ oz fresh tangerine juice (20 mL); ½ oz orange flavored rum (15 mL); 1 oz pineapple juice (30 mL); ½ oz lemon juice (15 mL); ½ oz vodka (15 mL); 2 oz sour apple schnapps (60 g); ½ oz blue curaçao (15 mL); 1 oz vodka (30 mL); ice; edible gold dust, for garnish; gold flake, for garnish; 5 2-ounce shot glasses; 1 12-ounce wine glas","Calories 575
Fat 1g
Carbs 107g
Fiber 5g
Sugar 84g
Protein 4g",https://tasty.co/recipe/over-the-rainbow-cocktail
Scorpio Tea Blend,92% WOULD MAKE AGAIN,Under 30 minutes,for 24 servings,"½ cup black tea leaves (5 g); ¼ cup roasted hazelnut (30 g), chopped; ¼ cup dried blackberries (25 g), chopped; ½ tablespoon dried sage","Calories 11
Fat 0g
Carbs 1g
Fiber 0g
Sugar 0g
Protein 0g",https://tasty.co/recipe/scorpio-tea-blend
Easy Gluten Free Oatmeal Pancake,94% WOULD MAKE AGAIN,Under 30 minutes,for 2 servings,"200 g rolled oats (200 g); ½ teaspoon nutmeg; 1 teaspoon cinnamon; 2 teaspoons baking powder; ½ teaspoon salt; 2 cups almond milk (240 mL), (or milk of your choice); 2 eggs","Calories 107
Fat 7g
Carbs 3g
Fiber 1g
Sugar 0g
Protein 7g",https://tasty.co/recipe/easy-gluten-free-oatmeal-pancake
Pink Ombré Drink,94% WOULD MAKE AGAIN,5 minutes,for 1 serving,¾ cup ice (105 g); ¾ cup lemonade (180 mL); 1 teaspoon raspberry extract; ½ cup Tasty's Strawberry Açai Refresher (120 mL),"Calories 17
Fat 0g
Carbs 4g
Fiber 0g
Sugar 3g
Protein 0g",https://tasty.co/recipe/pink-ombre-drink
Peach Low Sugar Jam,83% WOULD MAKE AGAIN,Under 30 minutes,for 5 (8-ounce) half-pint jars,"2 ¼ lb crushed ripe peaches (1 kg), 7 medium peaches; ⅓ cup water (80 mL); 2 tablespoons lemon juice, bottled; 1 cup sugar (200 g); 3 tablespoons Ball® RealFruit™ Low or No-Sugar Needed Pectin","Calories 201
Fat 0g
Carbs 51g
Fiber 3g
Sugar 43g
Protein 1g",https://tasty.co/recipe/peach-low-sugar-jam
Sesame Seed,78% WOULD MAKE AGAIN,Under 30 minutes,for 4 servings,"2 cups almond flour (190 g); 1 teaspoon salt; ½ teaspoon pepper; 1 tablespoon sesame seeds, plus more for sprinkling; 2 tablespoons avocado oil, or olive oil; 3 tablespoons ice water","Calories 491
Fat 44g
Carbs 16g
Fiber 9g
Sugar 3g
Protein 15g",https://tasty.co/recipe/sesame-seed
Dark Chocolate Tahini Pops,85% WOULD MAKE AGAIN,,for 6 servings,"1 cup dark chocolate (170 g), chopped 70%; ½ cup dairy free semisweet chocolate chips (85 g); 2 tablespoons coconut oil, refined; 4 tablespoons tahini; 1 cup full fat coconut milk (240 mL), canned; ¼ cup maple syrup (85 g); 1 ½ tablespoons tahini; 1 teaspoon toasted sesame seeds","Calories 401
Fat 31g
Carbs 34g
Fiber 4g
Sugar 26g
Protein 4g",https://tasty.co/recipe/dark-chocolate-tahini-pops
Air Fryer Falafel,86% WOULD MAKE AGAIN,"Total Time
40 minutes
Prep Time
10 minutes
Cook Time
30 minutes",for 4 servings,"1 can chickpeas, drained and rinsed; 1 large shallot, roughly chopped; 3 cloves garlic, roughly chopped; ½ cup fresh parsley (20 g), roughly chopped; ½ cup fresh cilantro (20 g), roughly chopped; 1 bunch scallions, white and light green parts only, roughly chopped; 1 teaspoon kosher salt; 1 teaspoon ground cumin; ½ teaspoon paprika; 2 tablespoons all purpose flour; 1 teaspoon baking powder; nonstick cooking spray, for greasing; pita; hummu; tomato, chopped; cucumber, chopped; red onion, chopped","Calories 178
Fat 2g
Carbs 30g
Fiber 8g
Sugar 4g
Protein 9g",https://tasty.co/recipe/air-fryer-falafel
Sweet Potato Gingerbread Winter Smoothie,67% WOULD MAKE AGAIN,Under 30 minutes,for 1 serving,"½ cup mashed sweet potato (125 g); 1 tablespoon almond butter; 1 tablespoon molasses; ½ teaspoon vanilla extract; ½ teaspoon cinnamon; ½ teaspoon ground ginger; 1 cup milk (240 mL), of choice; 1 pinch salt","Calories 398
Fat 16g
Carbs 50g
Fiber 3g
Sugar 33g
Protein 12g",https://tasty.co/recipe/sweet-potato-gingerbread-winter-smoothie
Dairy-Free Chocolate Almond Ice Cream Cups,91% WOULD MAKE AGAIN,"Total Time
2 hr 10 min
Prep Time
5 minutes
Cook Time
1 hr 20 min",for 12 servings,"14 oz full fat coconut milk (415 mL), room temperature; ⅓ cup sugar (65 g); 3 tablespoons organic cacao powder; 2 tablespoons almond butter; 14 oz coconut cream (415 mL), chilled; 1 tablespoon refined coconut oil, melted; sliced almond, for garnish","Calories 213
Fat 19g
Carbs 10g
Fiber 1g
Sugar 22g
Protein 2g",https://tasty.co/recipe/dairy-free-chocolate-almond-ice-cream-cups
Healthy Smoothie Bowl: Pitaya Bowl: Mango Tango,73% WOULD MAKE AGAIN,,for 1 serving,"2 cups frozen pitaya (330 g); 1 cup frozen mango (165 g); 6 frozen strawberries; ½ fresh banana; 1 ½ cups milk of choice (360 mL); 1 fresh kiwi; 1 cup fresh mangoes (165 g), diced; ½ cup shredded coconut (50 g); 1 tablespoon chia seeds",,https://tasty.co/recipe/healthy-smoothie-bowl-pitaya-bowl-mango-tango
