,likes,time,servings,ingredients,nutritions,link
Buddha Bowl Meal Prep,97% WOULD MAKE AGAIN,,for 4 servings,"1 tablespoon oil; 16 oz chickpeas (455 g), 1 can, drained and rinsed; 1 teaspoon salt; 1 teaspoon cumin; ½ teaspoon garlic powder; ½ teaspoon turmeric; 1 teaspoon red pepper flakes; 2 sweet potatoes; oil, to taste; salt, to taste; pepper, to taste; 1 cup quinoa (170 g), cooked; 1 cup mixed greens (40 g); ½ avocado, sliced; 1 tablespoon pumpkin seeds; 2 tablespoons hummus; 1 tablespoon water; ½ lemon, juiced; ½ package extra firm tofu, sliced in thirds; ½ teaspoon ginger powder; ½ teaspoon garlic powder; salt, to taste; pepper, to taste; 2 cups broccoli floret (300 g); oil, to taste; 1 cup brown rice (230 g), cooked; ½ cup edamame (75 g); ½ cup shredded carrot (55 g); 2 teaspoons sesame seed; 2 tablespoons soy sauce; 1 tablespoon sesame oil; 1 teaspoon honey; ½ teaspoon sriracha","Calories 730
Fat 20g
Carbs 109g
Fiber 23g
Sugar 18g
Protein 30g",https://tasty.co/recipe/buddha-bowl-meal-prep
Tofu Lettuce Wraps with Mushrooms,95% WOULD MAKE AGAIN,,for 4 servings,"14 oz tofu (395 g); 1 cup water (240 mL); ½ cup soy sauce (120 mL); ¼ cup sesame oil (60 mL); 6 cloves garlic, minced; 1 tablespoon minced fresh ginger; ¼ cup brown sugar (55 g); 2 tablespoons sriracha; ¼ cup rice wine vinegar (60 mL); ⅓ cup sliced scallions (35 g); 1 tablespoon sesame oil; 1 medium yellow onion, diced; 2 ½ cups chopped mushrooms (185 g), such as shiitake; 1 tablespoon minced garlic; 8 oz sliced water chestnuts (225 g), drained and finely chopped; ⅓ cup sliced scallions (50 g); ½ cup canola oil (120 mL); 7 oz rice noodle (200 g); 1 head iceberg lettuce","Calories 558
Fat 26g
Carbs 70g
Fiber 4g
Sugar 22g
Protein 17g",https://tasty.co/recipe/lettuce-wraps
3-Ingredient Flourless Chocolate & Blueberry Banana Muffins,75% WOULD MAKE AGAIN,Under 30 minutes,for 12 servings,"9 bananas; 1 ½ cups nut butter (360 g), of choice; ½ cup cocoa powder (60 g); 1 ½ cups blueberry (150 g)","Calories 247
Fat 11g
Carbs 36g
Fiber 6g
Sugar 17g
Protein 6g",https://tasty.co/recipe/3-ingredient-flourless-chocolate-blueberry-banana-muffins
Rainbow Fruit Salad With Honey Lime Dressing,98% WOULD MAKE AGAIN,Under 30 minutes,for 4 servings,"1 lb fresh strawberrie (455 g); 2 mangoes; 4 kiwis; 2 bananas; 12 oz fresh blueberries (340 g); 2 tablespoons honey; 1 tablespoon lime, juiced","Calories 317
Fat 1g
Carbs 79g
Fiber 11g
Sugar 57g
Protein 4g",https://tasty.co/recipe/rainbow-fruit-salad-with-honey-lime-dressing
Sweet Potato Fries,95% WOULD MAKE AGAIN,Under 30 minutes,for 2 servings,"1 medium sweet potato; 2 tablespoons olive oil; 1 tablespoon fresh rosemary, chopped; 1 teaspoon salt; 1 teaspoon freshly ground black pepper","Calories 119
Fat 3g
Carbs 19g
Fiber 1g
Sugar 7g
Protein 0g",https://tasty.co/recipe/sweet-potato-fries
3-ingredient Chocolate Avocado Smoothie,86% WOULD MAKE AGAIN,,for 1 serving,"½ avocado; 1 banana; 1 cup chocolate milk (240 mL), of choice","Calories 463
Fat 19g
Carbs 66g
Fiber 11g
Sugar 41g
Protein 10g",https://tasty.co/recipe/3-ingredient-chocolate-avocado-smoothie
Dark Chocolate Peanut Butter Balls,94% WOULD MAKE AGAIN,Under 30 minutes,for 12 balls,"1 cup natural peanut butter (240 g), no-stir, if the peanut butter separates the balls may become too loose; 1 cup almond flour (95 g); ⅓ cup honey (110 g); 1 teaspoon vanilla extract; ¾ cup dark chocolate chip (130 g)","Calories 173
Fat 12g
Carbs 15g
Fiber 2g
Sugar 12g
Protein 4g",https://tasty.co/recipe/dark-chocolate-peanut-butter-balls
Frozen Banana Ice Cream,87% WOULD MAKE AGAIN,Under 30 minutes,for 4 servings,3 ripe bananas; 1 tablespoon vanilla extract; ¾ cup peanut butter (180 g),"Calories 215
Fat 8g
Carbs 31g
Fiber 4g
Sugar 16g
Protein 5g",https://tasty.co/recipe/frozen-banana-ice-cream
Sweet Potato & White Bean Burgers,92% WOULD MAKE AGAIN,,for 4 servings,"1 medium sweet potato, roasted and peeled; 15 oz white beans (425 g), or navy beans, drained and rinsed; 1 small yellow onion, finely chopped; 1 teaspoon garlic powder; kosher salt, to taste; freshly ground black pepper, to taste; ⅓ cup nutritional yeast (45 g); 1 teaspoon red pepper flakes; ⅓ cup fresh parsley (10 g), finely chopped; 1 tablespoon lemon juice; ½ cup seasoned bread crumbs (60 g); canola oil, as needed; 4 buns of choice; 4 tablespoons chipotle mayo; sliced avocado; sliced red onion","Calories 502
Fat 15g
Carbs 70g
Fiber 11g
Sugar 11g
Protein 17g",https://tasty.co/recipe/sweet-potato-white-bean-burgers
Roasted Veggie Summer Salad,97% WOULD MAKE AGAIN,,for 2 servings,"2 cups carrots (240 g), sliced diagonally; 2 cups halved baby potatoes (450 g); 1 cup roughly chopped yellow squash (150 g); 1 cup roughly chopped zucchini (150 g); olive oil, to taste; kosher salt, to taste; freshly ground black pepper, to taste; 1 tablespoon minced fresh oregano leaves; 3 cloves garlic, chopped; mixed salad green; ½ cup sliced radishes (60 g); 1 cup fresh cilantro leaves (40 g); 1 cup fresh flat-leaf parsley leaves (40 g); 3 cloves garlic; ½ teaspoon kosher salt; ½ teaspoon freshly ground black pepper; ¼ cup olive oil (60 mL); 1 lime, juiced; 2 tablespoons red wine vinegar","Calories 377
Fat 12g
Carbs 63g
Fiber 12g
Sugar 15g
Protein 7g",https://tasty.co/recipe/roasted-veggie-summer-salad
Tofu Tacos,98% WOULD MAKE AGAIN,Under 30 minutes,for 2 servings,"14 oz extra firm tofu (395 g), 1 block, drained; 3 tablespoons low sodium soy sauce; ¼ cup tomato sauce (65 g); 2 teaspoons chili powder; 2 teaspoons garlic powder; 1 teaspoon cumin; ½ teaspoon black pepper; 1 pinch cayenne; olive oil, for drizzling; 4 small corn tortillas; lettuce, shredded; tomato, diced; vegan shredded cheese, or regular; guacamole","Calories 342
Fat 16g
Carbs 30g
Fiber 6g
Sugar 3g
Protein 25g",https://tasty.co/recipe/tofu-tacos
Cranberry Almond Cookies,94% WOULD MAKE AGAIN,Under 30 minutes,for 13 cookies,"2 tablespoons ground flaxseed; 6 tablespoons water; ½ cup coconut oil (120 g), melted; ½ cup sugar (100 g); ¼ cup brown sugar (55 g); 1 teaspoon almond extract; 1 ½ cups all-purpose flour (190 g); ½ teaspoon baking powder; ½ teaspoon baking soda; ½ cup rolled oats (40 g); ¾ cup dried cranberries (95 g), or use fresh cranberries for more tartness; ½ cup sliced almonds (35 g)","Calories 218
Fat 11g
Carbs 26g
Fiber 1g
Sugar 12g
Protein 3g",https://tasty.co/recipe/cranberry-almond-cookies
Vanilla Berry Protein Smoothie,94% WOULD MAKE AGAIN,,for 2 servings,"1 ½ cups water (360 mL), or yogurt or milk of choice; 1 scoop vanilla protein powder; 1 cup strawberry (150 g), frozen; 1 cup blueberry (100 g), frozen; ½ cup raspberry (60 g), frozen; ½ cup blackberry (75 g), frozen","Calories 300
Fat 6g
Carbs 36g
Fiber 8g
Sugar 20g
Protein 28g",https://tasty.co/recipe/vanilla-berry-protein-smoothie
2-ingredient Pumpkin Bread,96% WOULD MAKE AGAIN,,for 8 servings,"1 box spice cake mix; 14 oz pure pumpkin purée; 8 oz frosting of choice (225 g), optional; toppings of choice, for garnish (optional)","Calories 340
Fat 10g
Carbs 64g
Fiber 1g
Sugar 41g
Protein 2g",https://tasty.co/recipe/2-ingredient-pumpkin-bread
Rainbow Kettle Corn,84% WOULD MAKE AGAIN,"Total Time
40 minutes
Prep Time
5 minutes
Cook Time
30 minutes",for 10 cups,"12 tablespoons sugar, divided; red gel food coloring; orange gel food coloring; yellow gel food coloring; green gel food coloring; blue food coloring; purple gel food coloring; 6 teaspoons coconut oil, divided; 12 tablespoons white popcorn kernels, divided, plus 12 kernels; 1 ½ teaspoons kosher salt, divided","Calories 119
Fat 3g
Carbs 21g
Fiber 2g
Sugar 10g
Protein 1g",https://tasty.co/recipe/rainbow-kettle-corn
Peanut Butter Fudge,85% WOULD MAKE AGAIN,Under 30 minutes,for 6 servings,2 cups peanut butter (480 g); ¼ cup coconut oil (60 g); ½ cup powdered sugar (60 g); ¼ cup honey (85 g); ½ teaspoon salt; 2 teaspoons vanilla extract,"Calories 332
Fat 23g
Carbs 25g
Fiber 1g
Sugar 22g
Protein 7g",https://tasty.co/recipe/peanut-butter-fudge
Arroz Con Gandules,95% WOULD MAKE AGAIN,"Total Time
1 hr 15 min
Prep Time
20 minutes
Cook Time
55 minutes",for 6 servings,"½ small bunch fresh cilantro; ¼ white onion, roughly chopped; ¼ red bell pepper, roughly chopped; ¼ green bell pepper, roughly chopped; 4 cloves garlic; ½ teaspoon ground cumin; ½ teaspoon dried oregano; ¼ cup canola oil (60 mL); 10 pimento-stuffed spanish olives, thinly sliced into rounds; 1 tomato sauce; 2 teaspoons dried adobo seasoning; 2 packets Sazón with culantro and achiote seasoning; 1 can pigeon peas, drained; 3 cups water (720 mL); 3 ⅓ cups medium grain white rice (465 g)","Calories 774
Fat 41g
Carbs 96g
Fiber 9g
Sugar 2g
Protein 9g",https://tasty.co/recipe/arroz-con-gandules
Kale & Sweet Potato Salad,94% WOULD MAKE AGAIN,,for 4 servings,"1 ½ cups diced sweet potatoes (300 g); ½ teaspoon garlic powder; 2 teaspoons paprika; kosher salt, to taste; freshly ground black pepper, to taste; olive oil, to taste; ½ cup pumpkin seeds (65 g); 2 teaspoons chili powder; 2 tablespoons maple syrup, divided; ½ cup tahini (110 g); 1 ½ tablespoons lemon juice; 3 tablespoons water; 1 bunch kale, stemmed and torn into large pieces; 3 cups cooked quinoa (510 g); ½ cup finely diced red onion (75 g)","Calories 718
Fat 24g
Carbs 102g
Fiber 11g
Sugar 6g
Protein 24g",https://tasty.co/recipe/kale-sweet-potato-salad
Tempeh Taco Salad,95% WOULD MAKE AGAIN,Under 30 minutes,for 3 servings,"8 oz tempeh (225 g), 1 package; olive oil, for cooking; 3 tablespoons low sodium soy sauce; 2 teaspoons garlic powder; 2 teaspoons chili powder; 1 teaspoon cumin; 1 avocado; 1 lime, juiced; ¼ cup olive oil (60 mL); salt, to taste; pepper, to taste; 3 tablespoons water; 4 cups green leaf lettuce (320 g), chopped; 1 cup cherry tomato (200 g), halved; ¾ cup black beans (130 g); ½ cup corn (85 g); ⅓ cup fresh cilantro (15 g), chopped; ⅓ cup red onion (50 g)","Calories 395
Fat 24g
Carbs 30g
Fiber 9g
Sugar 5g
Protein 21g",https://tasty.co/recipe/tempeh-taco-salad
Middle Eastern Pita Salad (Fattoush Salad),93% WOULD MAKE AGAIN,Under 30 minutes,for 6 servings,"2 small pita rounds; ½ cup olive oil (120 mL), plus 2 tbs; salt, to taste; 2 medium hearts romaine lettuce; 1 medium cucumber; 2 cups cherry tomato (400 g); 5 scallions; ½ cup radish (60 g), sliced; 1 red bell pepper, seeded and diced; 2 cups fresh parsley (80 g), chopped; 1 cup fresh mint (40 g), chopped; 1 ½ lemons, juiced; 1 tablespoon white wine vinegar; 2 cloves garlic, minced; 2 teaspoons ground sumac, or lemon zest; ¼ teaspoon allspice; pepper, to taste","Calories 127
Fat 5g
Carbs 18g
Fiber 2g
Sugar 4g
Protein 3g",https://tasty.co/recipe/middle-eastern-pita-salad-fattoush-salad
Pumpkin Spice Coffee,85% WOULD MAKE AGAIN,Under 30 minutes,for 2 servings,"1 cup brewed coffee (240 mL); 1 cup almond milk (240 mL); 2 tablespoons pumpkin puree; 2 tablespoons maple syrup, or sweetener of choice; ¼ teaspoon vanilla extract; ½ teaspoon pumpkin pie spice, or ¼ teaspoon cinnamon plus ¼ teaspoon nutmeg; whipped cream, optional","Calories 61
Fat 1g
Carbs 12g
Fiber 0g
Sugar 9g
Protein 0g",https://tasty.co/recipe/pumpkin-spice-coffee
One-Pot Butternut Squash Pilaf,91% WOULD MAKE AGAIN,Under 30 minutes,for 4 servings,"2 tablespoons olive oil; 1 small yellow onion, diced; 2 cloves garlic, minced; 1 teaspoon fresh thyme; 1 ½ cups arborio rice (345 g); 1 teaspoon kosher salt; freshly ground black pepper, to taste; ½ cup dry white wine (120 mL); 4 cups butternut squash (820 g), cubed; 4 cups vegetable broth (945 mL); finely chopped fresh parsley, for garnish","Calories 321
Fat 2g
Carbs 68g
Fiber 6g
Sugar 8g
Protein 6g",https://tasty.co/recipe/one-pot-butternut-squash-pilaf
Smashed Cucumber Salad,94% WOULD MAKE AGAIN,Under 30 minutes,for 4 servings,"2 medium english cucumbers; 1 tablespoon minced red onion; ½ teaspoon kosher salt; 1 teaspoon sugar; 1 teaspoon soy sauce; 1 teaspoon rice vinegar; ½ teaspoon sesame oil; 1 tablespoon toasted sesame seeds; red pepper flake, to taste","Calories 42
Fat 1g
Carbs 6g
Fiber 1g
Sugar 3g
Protein 1g",https://tasty.co/recipe/smashed-cucumber-salad
Easy Classic Hummus,95% WOULD MAKE AGAIN,,for 6 servings,"15 oz garbanzo beans (425 g), 1 can, drained and rinsed; ½ teaspoon salt; ½ teaspoon ground cumin; 1 clove garlic, minced; 1 tablespoon lemon juice; 1 tablespoon extra virgin olive oil; ¼ teaspoon sesame oil; ¼ cup water (60 mL)","Calories 123
Fat 2g
Carbs 19g
Fiber 5g
Sugar 3g
Protein 6g",https://tasty.co/recipe/easy-classic-hummus
Farro Lentil Salad,94% WOULD MAKE AGAIN,Under 30 minutes,for 4 servings,"3 ½ cups farro (350 g), cooked; 1 ½ cups lentils (300 g), cooked; 1 cup grape tomato (150 g), halved; 1 cup cucumber (135 g), diced; ½ cup yellow bell pepper (50 g), diced; ½ cup red bell pepper (50 g); ⅓ cup fresh parsley (15 g), chopped; ⅓ cup olive oil (80 mL); 2 tablespoons red wine vinegar; 2 tablespoons lemon juice; 1 teaspoon dijon mustard; 1 clove garlic, minced; 1 teaspoon italian seasoning; ½ teaspoon salt; ¼ teaspoon pepper; fresh arugula, to taste, optional","Calories 645
Fat 8g
Carbs 128g
Fiber 22g
Sugar 5g
Protein 25g",https://tasty.co/recipe/farro-lentil-salad
Buffalo Chickpea Sliders,95% WOULD MAKE AGAIN,Under 30 minutes,for 12 servings,"15 oz chickpeas (425 g), 3 cans, drained and rinsed; 5 tablespoons buffalo sauce; 4 tablespoons vegan mayonnaise; 1 tablespoon garlic powder; 1 tablespoon onion powder; 1 ½ teaspoons salt; ½ teaspoon pepper; ¾ cup vegan mayonnaise (185 g); 1 ½ tablespoons unsweetened almond milk; 1 ½ teaspoons apple cider vinegar; ½ teaspoon lemon juice; 1 teaspoon garlic powder; ½ teaspoon onion powder; ⅛ teaspoon paprika; ¼ teaspoon salt; ⅛ teaspoon pepper; 1 teaspoon fresh parsley, chopped; ½ teaspoon fresh dill, chopped; 12 slider buns; 6 leaves romaine lettuce; 12 slices tomato; 12 slices red onion","Calories 292
Fat 14g
Carbs 30g
Fiber 3g
Sugar 5g
Protein 7g",https://tasty.co/recipe/buffalo-chickpea-sliders
Black Bean & Quinoa Snack Bowl,95% WOULD MAKE AGAIN,Under 30 minutes,for 1 serving,"¼ cup quinoa (40 g), cooked; ¼ cup black beans (40 g); ¼ cup red onion (35 g), diced; 2 tablespoons corn; 1 tablespoon fresh cilantro; 1 teaspoon lime juice; salt, to taste; pepper, to taste","Calories 214
Fat 2g
Carbs 40g
Fiber 5g
Sugar 3g
Protein 8g",https://tasty.co/recipe/black-bean-quinoa-snack-bowl
Stir-Fry Tofu That Tastes Like Chicken,93% WOULD MAKE AGAIN,,for 3 servings,"14 oz extra firm tofu (395 g); 3 tablespoons low sodium tamari; 2 tablespoons maple syrup; 1 ½ tablespoons rice vinegar; ½ teaspoon fresh ginger, minced; 2 garlics; ½ tablespoon toasted sesame oil; ¼ cup grapeseed oil (60 mL), or other neutral oil, plus 1 tablespoon, divided","Calories 328
Fat 26g
Carbs 12g
Fiber 1g
Sugar 9g
Protein 14g",https://tasty.co/recipe/stir-fry-tofu-that-tastes-like-chicken
Tofu Scramble,97% WOULD MAKE AGAIN,,for 4 servings,16 oz tofu (455 g); 1 bell pepper; ½ onion; 2 teaspoons oil; ½ teaspoon salt; ½ teaspoon black pepper; ½ teaspoon onion powder; ½ teaspoon garlic powder; ¼ teaspoon turmeric; 1 tablespoon lemon juice,"Calories 125
Fat 6g
Carbs 8g
Fiber 2g
Sugar 3g
Protein 12g",https://tasty.co/recipe/tofu-scramble
Winter Vegetable Chili,90% WOULD MAKE AGAIN,,for 8 servings,"olive oil, to taste; 1 medium white onion, diced; kosher salt, to taste; 3 cloves garlic, minced; 2 cups peeled and diced parsnips (450 g); 3 cups peeled and diced butternut squash (615 g); 1 teaspoon paprika; 2 teaspoons dried oregano; 2 teaspoons ground cumin; ¼ teaspoon allspice; 1 ½ teaspoons chipotle powder; 28 oz canned cannellini beans (795 g), drained; ¼ cup chopped fresh cilantro (10 g), plus more for garnish; 4 cups vegetable broth (960 mL); shredded cheddar cheese, for garnish","Calories 172
Fat 2g
Carbs 30g
Fiber 9g
Sugar 5g
Protein 7g",https://tasty.co/recipe/winter-vegetable-chili
Chocolate Coconut Cream Bars,93% WOULD MAKE AGAIN,,for 16 servings,"4 cups shredded coconut (400 g), unsweetened; ½ cup coconut cream (150 g); ⅓ cup maple syrup (75 g); 1 pinch salt, optional; 1 ½ cups dark chocolate chips (260 g); ⅓ cup coconut cream (100 g); shredded coconut, unsweetened","Calories 171
Fat 14g
Carbs 13g
Fiber 2g
Sugar 15g
Protein 1g",https://tasty.co/recipe/chocolate-coconut-cream-bars
Dairy-Free Fettuccine Alfredo Pasta,87% WOULD MAKE AGAIN,Under 30 minutes,for 2 servings,"1 cup cashews; 3 cups boiling water; ¾ cup water; ½ medium onion, diced; 3 tablespoons nutritional yeast; 3 cloves garlic; 1 teaspoon dried rosemary; 1 teaspoon pepper; 1 teaspoon salt; 1 teaspoon lemon juice; 1 box fettuccine pasta, cooked; fresh parsley, chopped","Calories 483
Fat 21g
Carbs 58g
Fiber 5g
Sugar 7g
Protein 18g",https://tasty.co/recipe/dairy-free-fettuccine-alfredo
Soothing Lemon Ginger Tea,96% WOULD MAKE AGAIN,Under 30 minutes,for 2 servings,"4 cups water (1 L); 1 lemon; 1 piece ginger, 2-3 inch (5-7 cm); 2 teaspoons honey, or preferred sweetener","Calories 33
Fat 0g
Carbs 8g
Fiber 0g
Sugar 4g
Protein 0g",https://tasty.co/recipe/soothing-lemon-ginger-tea
Apple Chips,79% WOULD MAKE AGAIN,,for 1 serving,2 apples; nonstick cooking spray or oil; 1 teaspoon cinnamon,"Calories 285
Fat 1g
Carbs 77g
Fiber 13g
Sugar 54g
Protein 1g",https://tasty.co/recipe/apple-chips
Homemade Falafel,81% WOULD MAKE AGAIN,10 minutes,for 5 servings,"30 oz cans of chickpeas (850 g), drained and rinsed; 1 red onion, chopped; ¼ cup fresh parsley (10 g); 4 cloves garlic; 1 tablespoon lemon juice; 2 teaspoons cumin; 1 teaspoon salt, plus more to taste; 1 teaspoon black pepper; ½ teaspoon red pepper flakes; 1 cup bread crumbs (115 g); oil, for frying; pita bread; mixed green; tomato, sliced; ¼ cup cucumber (35 g), diced; tahini sauce","Calories 448
Fat 7g
Carbs 76g
Fiber 15g
Sugar 11g
Protein 20g",https://tasty.co/recipe/homemade-falafel
Veggie-Packed Lentil Loaf,91% WOULD MAKE AGAIN,,for 4 servings,"2 tablespoons flax meal; 6 tablespoons water; olive oil, to taste; 1 carrot, diced; 1 stalk celery, diced; ½ cup diced yellow onion (75 g); 2 cups diced cremini mushrooms (150 g); 3 cloves garlic, minced; ½ cup diced red bell pepper (50 g); 2 tablespoons tomato paste; ½ teaspoon kosher salt; ¼ teaspoon freshly ground black pepper; 1 tablespoon dried parsley; ½ teaspoon dried thyme; 1 tablespoon soy sauce; 1 tablespoon vegan worcestershire; 2 cups cooked lentils (300 g); ¾ cup cooked brown rice (170 g); ¾ cup quick-cooking oats (75 g); ¼ cup ketchup (70 g); 1 teaspoon maple syrup","Calories 556
Fat 7g
Carbs 96g
Fiber 17g
Sugar 7g
Protein 30g",https://tasty.co/recipe/veggie-packed-lentil-loaf
Tofu Tenders,90% WOULD MAKE AGAIN,,for 2 servings,"nonstick cooking spray; 14 oz extra firm tofu (395 g), 1 block, drained; 1 teaspoon salt, plus more to taste, divided; ½ teaspoon pepper, plus more to taste, divided; ½ cup all-purpose flour (60 g); 1 tablespoon cornstarch; ½ cup milk (120 mL), of choice; 1 teaspoon apple cider vinegar; 1 teaspoon dijon mustard; ½ cup bread crumbs (55 g); 1 teaspoon garlic powder; 1 teaspoon paprika; 1 teaspoon onion powder; 1 tablespoon nutritional yeast; 1 teaspoon ground cumin; ¼ teaspoon cayenne; olive oil, for brushing; honey mustard dipping sauce, for serving","Calories 582
Fat 19g
Carbs 72g
Fiber 5g
Sugar 7g
Protein 32g",https://tasty.co/recipe/tofu-tenders
BBQ Cauliflower Bites,92% WOULD MAKE AGAIN,,for 4 servings,"1 head cauliflower; 1 tablespoon olive oil; salt, to taste; pepper, to taste; ¾ cup BBQ sauce (215 g)","Calories 162
Fat 1g
Carbs 35g
Fiber 6g
Sugar 23g
Protein 5g",https://tasty.co/recipe/bbq-cauliflower-bites
